rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"10,000",1,1,Not given,1,"Deposit₹ 30,000/-",Built Up area: 532 (49.42 sq.m.)Carpet area: 418 sq.ft. (38.83 sq.m.)  sq.ft.,Unfurnished,Family Only," in Krishna Residency, Kalewadi, , Pune, Maharashtra",3rd   of 4 Floors,South-East,,,,1 Open,,,12 Months,1 Months,Charges not included,None,10+ Year Old
4500,1,1,Not given,1,"Deposit₹ 10,000/-",Built Up area: 250 (23.23 sq.m.)  sq.ft.,Unfurnished,Family Only," in on request, Fursungi Gaon, , Pune, Maharashtra",,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
9300,1,1,Not given,1,"Deposit₹ 20,000/-",Plot area 620(57.6 sq.m.)  sq.ft.,Unfurnished,Family Only," in Prathmesh Park, Chikhali, , Pune, Maharashtra",,South-East,IPSFinish,Yes,,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"12,000",2,2,Others,2,"Deposit₹ 35,000/-",Built Up area: 990 (91.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.)  sq.ft.,Unfurnished,Family Only," in Happy Homes, Wagholi, , Pune, Maharashtra",6th   of 14 Floors,East,Ceramic,,,,,,22 Months,2 Months,Charges not included,Partial,0 to 1 Year Old
"11,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 860(79.9 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vedant Puram, Dehu Road, , Pune, Maharashtra",5th   of 5 Floors,,,Yes,,"1 Covered, 0 Open",,,None,0 Months,Charges included,None,1 to 5 Year Old
"11,500",1,1,Not given,2,,Super Built up area 600(55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Adinath Sharvari Windgates, Hinjewadi, , Pune, Maharashtra",4th   of 5 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,1 to 5 Year Old
"20,000",2,2,Not given,2,"Maintenance₹ 4,180/- (/ month)Deposit₹ 75,000/-",Built Up area: 1236 (114.83 sq.m.)  sq.ft.,Semifurnished,Family Only," in Queen Town, Chinchwad, , Pune, Maharashtra",9th   of 12 Floors,,,,," Covered, 1 Open",,,24 Months,1 Months,Charges not included,None,5 to 10 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"12,000",2,1,Not given,1,Deposit3 months rent,Carpet area: 670 (62.25 sq.m.)  sq.ft.,Unfurnished,Family Only," in Gulmohar Residency Ambegaon, Ambegaon Bk, , Pune, Maharashtra",2nd   of 3 Floors,South-East,Ceramic,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"18,600",2,2,Others,1,"Maintenance₹ 18,600/- (/ month)Deposit₹ 40,000/-",Super Built up area 770(71.54 sq.m.)  sq.ft.,Semifurnished,Family Only," in Ganraj Estate, Vaiduwadi, , Pune, Maharashtra",1st   of 3 Floors,North-East,Ceramic,,,1 Open,,,None,0 Months,Charges not included,Full,10+ Year Old
8500,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 700(65.03 sq.m.)  sq.ft.,Unfurnished,All," in Ganpati Society, Tukaram Nagar, , Pune, Maharashtra",1st   of 3 Floors,,Others,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
8500,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Ganpati Society, Tukaram Nagar, , Pune, Maharashtra",2nd   of 3 Floors,West,Others,,,"1 Covered, 1 Open",,,None,0 Months,Charges not included,None,5 to 10 Year Old
"15,000",2,1,Not given,,Deposit₹ 500/-,Super Built up area 600(55.74 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Unfurnished,Family Only," in Darshan Nagri, Pimpri Chinchwad, , Pune, Maharashtra",Ground of 4 Floors,East,,Yes,,"0 Covered, 1 Open",,,None,0 Months,Charges not included,None,5 to 10 Year Old
6200,1,1,Not given,1,"Deposit₹ 15,000/-",Built Up area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Thergaon, , Pune, Maharashtra",1st   of 2 Floors,East,,,,,,,None,0 Months,Charges included,None,10+ Year Old
7500,1,1,Not given,2,"Deposit₹ 20,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Dehu Road, , Pune, Maharashtra",1st   of 2 Floors,South,,,," Covered, 1 Open",,Yes,None,0 Months,Charges included,None,10+ Year Old
"12,000",1,1,Not given,1,,Plot area 550(51.1 sq.m.)  sq.ft.,Unfurnished,All," in Grewal Housing Society, Somnath Nagar, , Pune, Maharashtra",,,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"12,000",2,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 733 (68.1 sq.m.)  sq.ft.,Semifurnished,All," in Aarambh Apartment Wagholi, Wagholi, , Pune, Maharashtra",2nd   of 4 Floors,,Ceramic,Yes,,1 Covered,,,None,1 Months,Charges not included,Full,0 to 1 Year Old
5500,1,1,Not given,,"Maintenance₹ 300/- (/ month)Deposit₹ 15,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Swapnpurti sadan,Narhe, Ahead Suvidha angan society, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,11 Months,2 Months,Charges not included,None,1 to 5 Year Old
"17,000",2,2,Others,1,"Deposit₹ 50,000/-",Super Built up area 948(88.07 sq.m.)  sq.ft.,Furnished,All," in Kumar Pebble Park, Hadapsar, , Pune, Maharashtra",7th   of 15 Floors,South,,Yes,,1 Covered,,,None,1 Months,Charges not included,Full,1 to 5 Year Old
"23,000",3,3,Pooja Room,2,Deposit3 months rent,Carpet area: 1338 (124.3 sq.m.)  sq.ft.,Unfurnished,Family Only," in Shashwattee Reflections, Wakad, , Pune, Maharashtra",11st   of 12 Floors,East,Vitrified,Yes,,1 Covered,,,None,1 Months,Charges not included,None,1 to 5 Year Old
"35,000",3,2,Study Room,,"Deposit₹ 200,000/-",Carpet area: 1150 (106.84 sq.m.)  sq.ft.,Semifurnished,All," in Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1st   of 7 Floors,,,Yes,," Covered,  Open",,Yes,None,0 Months,Charges included,None,10+ Year Old
"15,000",2,2,"Pooja Room,Study Room",3,"Maintenance₹ 1,500/- (/ month)Deposit₹ 30,000/-",Carpet area: 724 (67.26 sq.m.)  sq.ft.,Unfurnished,All," in Aksha Vrundavan, Chikhali, , Pune, Maharashtra",6th   of 11 Floors,East,Spartex,Yes,,1 Open,Yes,Yes,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"17,000",2,2,Not given,2,"Deposit₹ 34,000/-",Super Built up area 950(88.26 sq.m.)  sq.ft.,Semifurnished,All," in shri ganesh housing society, Wakad, , Pune, Maharashtra",3rd   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"15,000",1,1,Not given,2,"Deposit₹ 35,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,Family Only," in Devi Deep Society, Bavdhan, , Pune, Maharashtra",3rd   of 3 Floors,North,Vitrified,Yes,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
5000,1,1,Not given,1,Deposit3 months rent,Plot area 300(27.87 sq.m.)  sq.ft.,Unfurnished,All," in near old orbis school Keshavnagar Mundhawa Pune -36, , Pune, Maharashtra",,,Vitrified,,," Covered,  Open",,,1 Months,1 Months,Charges not included,None,0 to 1 Year Old
"13,000",1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 530 (49.24 sq.m.)  sq.ft.,Unfurnished,All," in Surobhi Township, Dashrath Nagar, , Pune, Maharashtra",7th   of 7 Floors,North-East,,Yes,," Covered, 1 Open",,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"16,000",1,1,Not given,1,"Maintenance₹ 800/- (/ month)Deposit₹ 50,000/-",Carpet area: 720 (66.89 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Madhuban Society, Vishrantwadi, , Pune, Maharashtra",3rd   of 7 Floors,,,,,,,,12 Months,1 Months,Charges not included,None,10+ Year Old
"24,000",2,2,Not given,2,"Deposit₹ 75,000/-",Carpet area: 915 (85.01 sq.m.)  sq.ft.,Furnished,Family Only," in Profile Avenue, Aundh Road, , Pune, Maharashtra",3rd   of 6 Floors,,Ceramic,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,10+ Year Old
6000,3,1,Not given,1,"Deposit₹ 15,000/-",Carpet area: 545 (50.63 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Ganesh VIhar Dhayari, Near Dhareshwar Temple, , Pune, Maharashtra",2nd   of 5 Floors,East,Others,,,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"15,000",2,1,Not given,1,"Maintenance₹ 500/- (/ month)Deposit₹ 27,500/-",Super Built up area 810(75.25 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Semifurnished,All," in Shubham Apartment, New Sanghvi, , Pune, Maharashtra",1st   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"13,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 1020(94.76 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.)  sq.ft.,Unfurnished,Family Only," in Golden Orchid Scociety, Sector-11, Pimpari Chinchwad, , Pune, Maharashtra",1st   of 5 Floors,East,Vitrified,Yes,Yes,1 Open,,,12 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"11,000",2,2,Not given,1,"Deposit₹ 15,000/-",Carpet area: 520 (48.31 sq.m.)  sq.ft.,Unfurnished,All," in Indramani CHS, Wadgaon Sheri, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"18,000",2,2,Not given,,"Maintenance₹ 800/- (/ month)Deposit₹ 50,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,Family Only," in Gurudev Apartment, Shivaji Nagar, , Pune, Maharashtra",2nd   of 3 Floors,North-East,Granite,Yes,,2 Open,Yes,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"17,000",2,2,Not given,2,"Deposit₹ 30,000/-",Super Built up area 1014(94.2 sq.m.)  sq.ft.,Semifurnished,All," in Sai India Park, Thergaon, , Pune, Maharashtra",3rd   of 7 Floors,East,Mosaic,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,Full,5 to 10 Year Old
8500,1,1,Not given,,"Deposit₹ 20,000/-",Built Up area: 500 (46.45 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vrundavan, Lohegaon, , Pune, Maharashtra",2nd   of 2 Floors,West,Ceramic,Yes,,1 Covered,,,11 Months,1 Months,Charges included,None,0 to 1 Year Old
"13,000",2,2,Not given,1,"Deposit₹ 25,000/-",Super Built up area 1205(111.95 sq.m.)  sq.ft.,Furnished,All," in MP Residency, Marunji, , Pune, Maharashtra",4th   of 6 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
9000,1,1,Not given,2,,Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Mantra 24 West, Gahunje, , Pune, Maharashtra",12nd   of 12 Floors,North,,Yes,,1 Open,,,11 Months,0 Months,Charges included,Partial,0 to 1 Year Old
"12,500",2,1,Not given,1,"Deposit₹ 30,000/-",Plot area 900(83.61 sq.m.)  sq.ft.,Unfurnished,All," in Rahatani, , Pune, Maharashtra",,East,Others,,,"2 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"14,000",2,2,Not given,2,"Deposit₹ 25,000/-",Super Built up area 980(91.04 sq.m.)  sq.ft.,Unfurnished,All," in Aishwaryam Courtyard, Chikhali, , Pune, Maharashtra",10th   of 11 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
5000,1,1,Not given,1,Deposit2 months rent,Built Up area: 400 (37.16 sq.m.)  sq.ft.,Unfurnished,Family Only," in Manjri, , Pune, Maharashtra",,West,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
8000,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 475 (44.13 sq.m.)  sq.ft.,Unfurnished,All," in On Request , Pimple Gurav, , Pune, Maharashtra",,South-West,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
6000,1,1,Others,1,"Deposit₹ 10,000/-",Super Built up area 360(33.45 sq.m.)Built Up area: 350 sq.ft. (32.52 sq.m.)Carpet area: 340 sq.ft. (31.59 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Men Only)"," in sushila residency, Kharadi, , Pune, Maharashtra",3rd   of 3 Floors,South-West,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"13,000",1,2,Not given,2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 30,000/-",Built Up area: 620 (57.6 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in pitru Chhaya, Dhanori, , Pune, Maharashtra",1st   of 3 Floors,West,Vitrified,Yes,Yes,"1 Covered, 1 Open",,Yes,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
9000,1,1,Not given,1,"Deposit₹ 50,000/-",Super Built up area 525(48.77 sq.m.)  sq.ft.,Unfurnished,Family Only," in Suyog Lucky Homes, Wagholi, , Pune, Maharashtra",1st   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
9500,1,1,Not given,,Deposit2 months rent,Super Built up area 250(23.23 sq.m.)  sq.ft.,Unfurnished,Bachelors (Men/Women)," in Shiv Smruti Apartments, Bhelkenagar, , Pune, Maharashtra",Ground of 4 Floors,West,,Yes,,,,,None,0 Months,Charges not included,None,10+ Year Old
"10,000",2,2,Not given,3,"Deposit₹ 50,000/-",Super Built up area 925(85.94 sq.m.)  sq.ft.,Semifurnished,Family Only," in Audumbar Srushti, Ambegaon Pathar, , Pune, Maharashtra",4th   of 4 Floors,West,,Yes,,"1 Covered, 1 Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
"10,000",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Laxmi Narayan Park, Sasane Nagar, , Pune, Maharashtra",3rd   of 3 Floors,South-West,Marble,,,1 Open,,,11 Months,1 Months,Charges included,None,5 to 10 Year Old
"21,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 945(87.79 sq.m.)  sq.ft.,Semifurnished,All," in On Req, Pimple Saudagar, , Pune, Maharashtra",4th   of 7 Floors,South-West,,Yes,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
6500,1,1,Not given,1,Deposit2 months rent,Super Built up area 590(54.81 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Bharti Darwatkar Aai Shree Villa, Ambegaon, , Pune, Maharashtra",4th   of 5 Floors,North-East,,Yes,,1 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
"20,000",2,2,Study Room,1,"Deposit₹ 50,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vishal Viviana, Hanuman Nagar, , Pune, Maharashtra",4th   of 11 Floors,West,,Yes,,"1 Covered,  Open",,,12 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"20,000",2,2,Not given,1,Deposit2 months rent,Super Built up area 850(78.97 sq.m.)  sq.ft.,Furnished,Bachelors (Men/Women)," in prashant apartment , Yerwada, , Pune, Maharashtra",2nd   of 3 Floors,,,Yes,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"26,000",3,3,"Pooja Room,Others",2,"Deposit₹ 60,000/-",Super Built up area 1780(165.37 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.)  sq.ft.,Unfurnished,All," in Kalpataru Serenity, Manjri, , Pune, Maharashtra",2nd   of 12 Floors,South-West,,Yes,,2 Covered,,,None,0 Months,Charges included,Full,0 to 1 Year Old
"12,000",2,2,Not given,2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 30,000/-",Super Built up area 1050(97.55 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Unfurnished,All," in Bhama Golden Nest, Handewadi, , Pune, Maharashtra",7th   of 13 Floors,West,Vitrified,Yes,,"1 Covered,  Open",,,12 Months,2 Months,Charges not included,Full,0 to 1 Year Old
"13,000",2,1,Not given,1,"Deposit₹ 40,000/-",Super Built up area 750(69.68 sq.m.)  sq.ft.,Semifurnished,Family Only," in Popular Colony, Warje Malwadi, , Pune, Maharashtra",4th   of 4 Floors,,,Yes,Yes,,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"18,000",2,2,Not given,2,"Maintenance₹ 2,800/- (/ month)Deposit₹ 50,000/-",Carpet area: 1050 (97.55 sq.m.)  sq.ft.,Semifurnished,Family Only," in Palladium Homes, S No 16/2/4/ Lohegaon Road, , Pune, Maharashtra",7th   of 10 Floors,,,,,2 Covered,,,11 Months,0 Months,Charges not included,None,5 to 10 Year Old
"15,000",2,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 1108 (102.94 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Shree Ram Lotus, Lohegaon, , Pune, Maharashtra",4th   of 5 Floors,South-East,Others,,,1 Covered,,Yes,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,000",2,2,Store Room,1,Deposit3 months rent,Carpet area: 1000 (92.9 sq.m.)  sq.ft.,Semifurnished,All," in Paranjape Schemes Rolling Hills - 2, Baner Pashan Link Road, , Pune, Maharashtra",9th   of 9 Floors,West,Ceramic,Yes,,"1 Covered, 1 Open",Yes,Yes,24 Months,1 Months,Charges not included,Partial,10+ Year Old
"19,000",1,1,Not given,1,"Deposit₹ 40,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1st   of 7 Floors,,Others,Yes,,,Yes,,11 Months,1 Months,Charges not included,Partial,10+ Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"19,000",1,1,Not given,1,"Deposit₹ 40,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1st   of 7 Floors,,Others,Yes,,,Yes,,11 Months,1 Months,Charges not included,Partial,10+ Year Old
"12,000",1,1,Not given,,"Maintenance₹ 200/- (/ month)Deposit₹ 30,000/-",Super Built up area 450(41.81 sq.m.)  sq.ft.,Unfurnished,All," in Shree, Ganesh Mala, , Pune, Maharashtra",Ground of 3 Floors,North,,Yes,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"12,000",1,1,Not given,,"Deposit₹ 25,000/-",Carpet area: 570 (52.95 sq.m.)  sq.ft.,Semifurnished,All," in garve residency, pimple gurav, basileo, , Pune, Maharashtra",4th   of 4 Floors,East,Vitrified,Yes,Yes,1 Open,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Plot area 220(20.44 sq.m.)  sq.ft.,Semifurnished,All," in Nigdi, , Pune, Maharashtra",,South,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"10,000",1,1,Not given,1,"Deposit₹ 40,000/-",Built Up area: 570 (52.95 sq.m.)  sq.ft.,Unfurnished,All," in Kalas, , Pune, Maharashtra",1st   of 5 Floors,West,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",2,2,Not given,,"Deposit₹ 15,000/-",Carpet area: 1250 (116.13 sq.m.)  sq.ft.,Unfurnished,Bachelors (Men/Women)," in Kamal Colony Phase 3, Manjari Budruk, , Pune, Maharashtra",Ground of 1 Floors,West,Vitrified,,,1 Open,,,6 Months,1 Months,Charges not included,None,1 to 5 Year Old
"20,000",2,1,Not given,2,"Maintenance₹ 500/- (/ month)Deposit₹ 60,000/-",Carpet area: 911 (84.63 sq.m.)  sq.ft.,Furnished,All," in Siddhi Apartments, Tingre Nagar, Adarsh Colony, , Pune, Maharashtra",3rd   of 4 Floors,East,Ceramic,,Yes,1 Covered,,,11 Months,1 Months,Charges not included,None,10+ Year Old
5000,1,1,Not given,1,"Deposit₹ 10,000/-",Plot area 2000(185.81 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.)  sq.ft.,Semifurnished,Family Only," in Aashray Housing Society, Lohegaon, , Pune, Maharashtra",,North-West,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
