rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"29,000",2,2,Not given,2,"Brokerage₹ 29,000/- (Non-Negotiable)Deposit3 months rent",Built Up area: 1200 (111.48 sq.m.)Carpet area: 907 sq.ft. (84.26 sq.m.)  sq.ft.,Unfurnished,Family Only," in Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",3rd   of 18 Floors,North-East,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"52,000",3,4,Servant Room,2,"Brokerage₹ 52,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 2846(264.4 sq.m.)Built Up area: 2845 sq.ft. (264.31 sq.m.)  sq.ft.,Unfurnished,Family Only," in Panchshil Towers, Kharadi, , Pune, Maharashtra",13rd   of 32 Floors,North-East,Vitrified,Yes,,2 Covered,,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
"65,000",4,4,Servant Room,2,"Brokerage₹ 65,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 3401(315.96 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)  sq.ft.,Unfurnished,Family Only," in Panchshil Towers, Kharadi, , Pune, Maharashtra",16th   of 32 Floors,North-East,Vitrified,Yes,,2 Covered,,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
 1.4 Lac,5,6,Servant Room,3,"Brokerage₹ 140,000/- (Negotiable)Deposit4 months rent",Built Up area: 4216 (391.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Lunkad Sky Belvedere, Tingre Nagar, , Pune, Maharashtra",2nd   of 4 Floors,North-East,Vitrified,Yes,,3 Covered,,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
 1.63 Lac,4,5,Servant Room,1,"Brokerage₹ 163,000/- (Non-Negotiable)Deposit4 months rent",Super Built up area 3801(353.12 sq.m.)Built Up area: 3800 sq.ft. (353.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vascon Windermere, Koregaon Park, , Pune, Maharashtra",6th   of 22 Floors,North-East,Vitrified,Yes,,2 Covered,,,None,2 Months,Charges not included,Full,0 to 1 Year Old
 2 Lac,5,5,Servant Room,2,"Brokerage₹ 200,000/- (Negotiable)Deposit4 months rent",Super Built up area 5700(529.55 sq.m.)  sq.ft.,Furnished,Family Only," in Panchshil Yoopune, Kirtane Baugh, , Pune, Maharashtra",12nd   of 20 Floors,North-East,Vitrified,Yes,,2 Covered,,,11 Months,2 Months,Charges not included,Full,1 to 5 Year Old
 1.75 Lac,4,6,"Servant Room,Others",1,"Brokerage₹ 185,000/- (Negotiable)Deposit3 months rent",Super Built up area 4105(381.37 sq.m.)  sq.ft.,Unfurnished,Family Only," in Verde Residence Collection, Kalyani Nagar, , Pune, Maharashtra",5th   of 18 Floors,North-East,Vitrified,Yes,,1 Covered,,,22 Months,1 Months,Charges not included,Full,0 to 1 Year Old
"29,000",2,2,Not given,1,"Brokerage₹ 29,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1050(97.55 sq.m.)  sq.ft.,Furnished,Family Only," in Eden Garden CHS, Clover Park, , Pune, Maharashtra",2nd   of 6 Floors,North-East,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"60,000",4,4,Servant Room,2,"Brokerage₹ 70,000/- (Negotiable)Deposit3 months rent",Super Built up area 3401(315.96 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)  sq.ft.,Unfurnished,Family Only," in Panchshil Towers, Kharadi, , Pune, Maharashtra",14th   of 32 Floors,North-East,Vitrified,Yes,,2 Covered,,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
"34,000",3,3,Not given,1,"Brokerage₹ 34,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1551(144.09 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)  sq.ft.,Unfurnished,Family Only," in Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",10th   of 22 Floors,,Vitrified,Yes,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
 1.38 Lac,4,5,Servant Room,2,"Brokerage₹ 138,000/- (Non-Negotiable)Deposit4 months rent",Super Built up area 3880(360.46 sq.m.)  sq.ft.,Semifurnished,Family Only," in Panchshil One North, Hadapsar, , Pune, Maharashtra",19th   of 20 Floors,North,Marble,Yes,,4 Covered,,,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"26,000",2,2,Servant Room,2,,Super Built up area 1085(100.8 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.)  sq.ft.,Semifurnished,All," in Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",2nd   of 8 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",,,None,0 Months,Charges included,Full,5 to 10 Year Old
"11,500",1,1,Not given,1,,Super Built up area 300(27.87 sq.m.)Built Up area: 250 sq.ft. (23.23 sq.m.)Carpet area: 225 sq.ft. (20.9 sq.m.)  sq.ft.,Semifurnished,Bachelors (Men Only)," in Ragvilas Society, Koregaon Park, , Pune, Maharashtra",2nd   of 4 Floors,East,Vitrified,Yes,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"22,000",2,2,Pooja Room,1,"Maintenance₹ 3,000/- (/ month)Brokerage₹ 22,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1150(106.84 sq.m.)Built Up area: 1015 sq.ft. (94.3 sq.m.)Carpet area: 820 sq.ft. (76.18 sq.m.)  sq.ft.,Unfurnished,All," in Surya Span O Life, Tulaja Bhawani Nagar, , Pune, Maharashtra",6th   of 11 Floors,East,Vitrified,Yes,,1 Covered,,,24 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"28,000",3,3,Pooja Room,2,"Maintenance₹ 3,500/- (/ month)Brokerage₹ 28,000/- (Negotiable)Deposit3 months rent",Built Up area: 1600 (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.)  sq.ft.,Unfurnished,All," in Marvel Citrine, Rakshak Nagar, , Pune, Maharashtra",8th   of 12 Floors,West,Vitrified,Yes,,2 Covered,,,24 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"25,000",2,2,Pooja Room,2,"Maintenance₹ 3,200/- (/ month)Brokerage₹ 25,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1350(125.42 sq.m.)Built Up area: 1110 sq.ft. (103.12 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.)  sq.ft.,Unfurnished,All," in Ganga Platino, Kharadi, , Pune, Maharashtra",8th   of 15 Floors,West,Vitrified,Yes,,1 Covered,,,24 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"16,000",2,2,Others,2,"Brokerage₹ 20,000/- (Negotiable)Deposit₹ 50,000/-",Super Built up area 1200(111.48 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mittal Sun Universe, Sinhgad Road, , Pune, Maharashtra",5th   of 12 Floors,East,Vitrified,Yes,Yes,1 Covered,,,None,0 Months,Charges not included,Full,1 to 5 Year Old
"65,000",4,5,"Servant Room,Others",1,"Brokerage₹ 65,000/- (Negotiable)Deposit4 months rent",Super Built up area 2770(257.34 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",4th   of 12 Floors,East,Marble,Yes,Yes,1 Covered,,,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
 1.05 Lac,4,4,"Servant Room,Study Room,Store Room",3+,"Brokerage₹ 105,000/- (Negotiable)Deposit4 months rent",Super Built up area 3700(343.74 sq.m.)Built Up area: 3030 sq.ft. (281.5 sq.m.)Carpet area: 2378 sq.ft. (220.92 sq.m.)  sq.ft.,Semifurnished,Family Only," in Park Grandeur, Baner, , Pune, Maharashtra",1st   of 20 Floors,East,Marble,Yes,Yes,3 Covered,Yes,Yes,36 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"12,000",1,1,Not given,1,"Brokerage₹ 12,000/- (Non-Negotiable)Deposit₹ 25,000/-",Super Built up area 650(60.39 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Gokul Crest, Viman Nagar, , Pune, Maharashtra",3rd   of 4 Floors,East,Ceramic,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
9000,1,1,Others,1,"Maintenance₹ 1,450/- (/ month)Brokerage₹ 9,500/- (Negotiable)Deposit3 months rent",Carpet area: 490 (45.52 sq.m.)  sq.ft.,Semifurnished,All," in Bhandari Savannah, Wagholi, , Pune, Maharashtra",5th   of 11 Floors,East,Vitrified,Yes,,"1 Covered,  Open",Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"80,000",3,3,Not given,2,"Brokerage₹ 80,000/- (Negotiable)Deposit6 months rent",Built Up area: 2200 (204.39 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.)  sq.ft.,Furnished,Family Only," in Park Grandeur, Baner, , Pune, Maharashtra",2nd   of 17 Floors,North,Marble,Yes,Yes,2 Covered,Yes,Yes,36 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"11,500",1,2,Not given,1,"Brokerage₹ 12,500/- (Negotiable)Deposit3 months rent",Super Built up area 662(61.5 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Furnished,All," in Bhandari Savannah, Wagholi, , Pune, Maharashtra",6th   of 7 Floors,North-East,Vitrified,Yes,,"1 Covered,  Open",Yes,Yes,11 Months,2 Months,Charges not included,Full,5 to 10 Year Old
8500,1,1,Not given,1,"Brokerage₹ 8,500/- (Negotiable)Deposit₹ 20,000/-",Super Built up area 530(49.24 sq.m.)Built Up area: 470 sq.ft. (43.66 sq.m.)  sq.ft.,Semifurnished,All," in Blue Skky Melon, Wagholi, , Pune, Maharashtra",1st   of 5 Floors,East,Vitrified,Yes,,"1 Covered,  Open",Yes,,11 Months,2 Months,Charges not included,Partial,5 to 10 Year Old
"16,500",2,2,Not given,1,"Brokerage₹ 17,000/- (Negotiable)Deposit₹ 50,000/-",Super Built up area 1150(106.84 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.)  sq.ft.,Semifurnished,All," in Aura Residences, Baner, , Pune, Maharashtra",1st   of 4 Floors,East,Vitrified,,,1 Covered,,Yes,36 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"55,000",4,4,Servant Room,3,"Brokerage₹ 55,000/- (Non-Negotiable)Deposit₹ 250,000/-",Plot area 3500(325.16 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.)  sq.ft.,Furnished,Family Only," in Sky Aquila, Baner, , Pune, Maharashtra",,East,Wood,,,"1 Covered, 1 Open",,Yes,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"27,000",2,2,Not given,2,"Brokerage₹ 27,000/- (Non-Negotiable)",Carpet area: 1050 (97.55 sq.m.)  sq.ft.,Semifurnished,Family Only," in ABIL Imperial Atria, Baner, , Pune, Maharashtra",9th   of 19 Floors,,Vitrified,Yes,Yes,1 Covered,,,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"24,000",2,2,Others,2,"Brokerage₹ 24,000/- (Non-Negotiable)Deposit₹ 70,000/-",Super Built up area 1306(121.33 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Semifurnished,Family Only," in Paranjape Yuthika, Baner, , Pune, Maharashtra",5th   of 12 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"13,000",2,2,Study Room,2,"Brokerage₹ 13,000/- (Negotiable)Deposit₹ 35,000/-",Super Built up area 850(78.97 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.)  sq.ft.,Semifurnished,All," in GK Silverland Residency Phase 1, Ravet, , Pune, Maharashtra",2nd   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,,11 Months,1 Months,Charges not included,Full,Under Construction
 2 Lac,4,5,"Pooja Room,Servant Room",2,"Brokerage₹ 200,000/- (Negotiable)Deposit6 months rent",Plot area 5000(464.52 sq.m.)Built Up area: 3800 sq.ft. (353.03 sq.m.)  sq.ft.,Furnished,All," in Talera Park, Kalyani Nagar, , Pune, Maharashtra",,East,Marble,Yes,,2 Covered,,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"18,000",3,3,"Others,Store Room",3,"Maintenance₹ 1,500/- (/ month)Brokerage₹ 22,000/- (Negotiable)Deposit₹ 50,000/-",Super Built up area 1500(139.35 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kumar Sansar, Kondhwa, , Pune, Maharashtra",5th   of 10 Floors,North-East,Vitrified,Yes,,"1 Covered, 1 Open",Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"22,000",2,2,Not given,3,"Deposit₹ 50,000/-",Carpet area: 914 (84.91 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Men Only)"," in Empire Square, Chinchwad, , Pune, Maharashtra",14th   of 22 Floors,East,Spartex,Yes,," Covered,  Open",,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"20,000",2,2,Not given,2,,Super Built up area 750(69.68 sq.m.)  sq.ft.,Furnished,Family Only," in Shubhashri Residency, Akurdi, , Pune, Maharashtra",6th   of 8 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,5 to 10 Year Old
"26,000",2,2,Others,1,"Brokerage₹ 42,000/- (Negotiable)Deposit₹ 100,000/-",Super Built up area 1255(116.59 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Semifurnished,Family Only," in ABIL Imperial Atria, Baner, , Pune, Maharashtra",5th   of 19 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
 1 Lac,4,4,Servant Room,3,"Brokerage₹ 100,000/- (Non-Negotiable)",Super Built up area 4250(394.84 sq.m.)  sq.ft.,Furnished,Family Only," in Supreme Pallacio, Baner, , Pune, Maharashtra",7th   of 10 Floors,West,Vitrified,,,2 Covered,,Yes,36 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"40,000",4,4,Pooja Room,3,"Maintenance₹ 2,800/- (/ month)Brokerage₹ 60,000/- (Negotiable)Deposit3 months rent",Plot area 2500(232.26 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.)  sq.ft.,Unfurnished,All," in Clover Highlands, Kondhwa, , Pune, Maharashtra",,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
 45 Lac,4,4,Store Room,3,"Maintenance₹ 2,800/- (/ month)Brokerage₹ 65,000/- (Negotiable)Deposit3 months rent",Plot area 2500(232.26 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.)  sq.ft.,Unfurnished,All," in Clover Highlands, Kondhwa, , Pune, Maharashtra",,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"20,000",2,2,Others,2,"Maintenance₹ 700/- (/ month)Brokerage1% (Negotiable)Deposit₹ 60,000/-",Super Built up area 1000(92.9 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)  sq.ft.,Furnished,Family Only," in Mittal Sun Empire, Anand Nagar, , Pune, Maharashtra",5th   of 7 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,24 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"13,000",1,1,Others,1,"Maintenance₹ 1,000/- (/ month)Brokerage₹ 17,000/- (Non-Negotiable)Deposit₹ 40,000/-",Super Built up area 620(57.6 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kamal Housing, Anand Nagar, , Pune, Maharashtra",2nd   of 5 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,24 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"11,000",1,1,Others,1,"Brokerage₹ 15,000/- (Non-Negotiable)Deposit₹ 30,000/-",Super Built up area 600(55.74 sq.m.)Built Up area: 590 sq.ft. (54.81 sq.m.)  sq.ft.,Semifurnished,Family Only," in Harshal Palace, Anand Nagar, , Pune, Maharashtra",1st   of 3 Floors,East,Vitrified,Yes,Yes,,,,None,0 Months,Charges not included,Partial,10+ Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"10,000",1,1,Store Room,1,"Maintenance₹ 1,200/- (/ month)Brokerage₹ 3/- (Negotiable)Deposit3 months rent",Super Built up area 600(55.74 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Krishna Keval Township, Kondhwa, , Pune, Maharashtra",1st   of 7 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"25,000",2,2,Others,2,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 3,500/- (Negotiable)Deposit₹ 80,000/-",Super Built up area 1140(105.91 sq.m.)Built Up area: 1040 sq.ft. (96.62 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.)  sq.ft.,Semifurnished,Family Only," in Clover Village, Wanowrie, , Pune, Maharashtra",2nd   of 11 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,24 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"45,000",4,4,"Others,Store Room",3,"Maintenance₹ 2,800/- (/ month)Brokerage₹ 100,000/- (Negotiable)Deposit2 months rent",Plot area 3000(278.71 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.)  sq.ft.,Unfurnished,All," in Clover Highlands, Kondhwa, , Pune, Maharashtra",,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"44,000",4,4,"Others,Store Room",3,"Maintenance₹ 2,800/- (/ month)Brokerage₹ 65,000/- (Negotiable)Deposit3 months rent",Plot area 3000(278.71 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.)  sq.ft.,Unfurnished,All," in Clover Highlands, Kondhwa, , Pune, Maharashtra",,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"27,000",3,3,Store Room,3,"Maintenance₹ 2,800/- (/ month)Brokerage₹ 35,000/- (Negotiable)Deposit3 months rent",Super Built up area 1482(137.68 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Unfurnished,All," in K Raheja Gardens, Wanowrie, , Pune, Maharashtra",1st   of 7 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"32,500",3,3,Store Room,3,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 48,000/- (Negotiable)Deposit3 months rent",Super Built up area 1340(124.49 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",6th   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"31,000",3,3,Store Room,3,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 48,000/- (Negotiable)Deposit3 months rent",Super Built up area 1340(124.49 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",1st   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"23,000",2,2,Store Room,2,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 45,000/- (Negotiable)Deposit3 months rent",Super Built up area 1140(105.91 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",3rd   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"22,000",2,2,Store Room,2,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 45,000/- (Negotiable)Deposit3 months rent",Super Built up area 1140(105.91 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",6th   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"21,000",2,2,Store Room,2,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 35,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1140(105.91 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",1st   of 11 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"30,000",3,3,Store Room,3,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 38,000/- (Negotiable)Deposit3 months rent",Super Built up area 1500(139.35 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.)  sq.ft.,Unfurnished,All," in Clover Village, Wanowrie, , Pune, Maharashtra",5th   of 11 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"26,000",3,3,Store Room,2,"Maintenance₹ 2,500/- (/ month)Brokerage₹ 26,000/- (Non-Negotiable)Deposit3 months rent",Super Built up area 1470(136.57 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Unfurnished,All," in K Raheja Gardens, Wanowrie, , Pune, Maharashtra",5th   of 7 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
