rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"19,000",2,2,Not given,3,"Deposit₹ 50,000/-",Super Built up area 950(88.26 sq.m.)  sq.ft.,Semifurnished,Family Only," in Gawade Emerald 4, Shankar Kalat Nagar, , Pune, Maharashtra",7th   of 10 Floors,,,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,None,1 to 5 Year Old
6999,1,1,Not given,1,"Maintenance₹ 1,700/- (/ month)Deposit₹ 19,800/-",Super Built up area 611(56.76 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.)  sq.ft.,Unfurnished,All," in Fortune Shubhan, Yewalewadi, , Pune, Maharashtra",5th   of 11 Floors,East,,Yes,,"1 Covered, 0 Open",,,11 Months,1 Months,Charges included,Partial,1 to 5 Year Old
"13,000",1,1,Not given,1,"Deposit₹ 30,000/-",Super Built up area 500(46.45 sq.m.)  sq.ft.,Unfurnished,All," in Amrut Kalash Hsg Society, Karve Nagar, , Pune, Maharashtra",6th   of 6 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"23,000",2,2,Others,1,"Maintenance₹ 300/- (/ month)Deposit₹ 70,000/-",Super Built up area 930(86.4 sq.m.)  sq.ft.,Unfurnished,All," in kanchan vastu, Bhusari Colony, , Pune, Maharashtra",5th   of 11 Floors,East,Ceramic,Yes,,1 Covered,,,None,0 Months,Charges included,Partial,1 to 5 Year Old
"18,000",2,2,Not given,2,Deposit2 months rent,Super Built up area 1120(104.05 sq.m.)  sq.ft.,Semifurnished,All," in RajHeramb Regalia Residency, Bavdhan, , Pune, Maharashtra",2nd   of 11 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"16,000",1,1,Not given,2,"Deposit₹ 50,000/-",Built Up area: 540 (50.17 sq.m.)  sq.ft.,Semifurnished,All," in Aundh, , Pune, Maharashtra",3rd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",2,2,Not given,2,"Deposit₹ 30,000/-",Carpet area: 725 (67.35 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mantra IRA, Undri, , Pune, Maharashtra",3rd   of 11 Floors,,,Yes,,"1 Covered,  Open",,,None,0 Months,Charges included,None,1 to 5 Year Old
6500,1,1,Not given,,,Plot area 490(45.52 sq.m.)  sq.ft.,Unfurnished,All," in Varanasi Society, Warje, , Pune, Maharashtra",,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
"13,000",1,1,Not given,2,,Super Built up area 550(51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in RK Majestic, Bavdhan, , Pune, Maharashtra",4th   of 7 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"10,000",1,1,Not given,1,,Super Built up area 550(51.1 sq.m.)  sq.ft.,Furnished,Bachelors (Men Only)," in dattatraya complex, Hadapsar, , Pune, Maharashtra",1st   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
"26,000",2,2,Not given,2,"Deposit₹ 60,000/-",Super Built up area 1085(100.8 sq.m.)  sq.ft.,Furnished,Family Only," in Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",4th   of 7 Floors,East,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"15,000",2,2,Not given,,"Deposit₹ 40,000/-",Built Up area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,All," in Kharadi, , Pune, Maharashtra",1st   of 3 Floors,North,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"10,000",1,1,Not given,1,Deposit2 months rent,Plot area 300(27.87 sq.m.)  sq.ft.,Unfurnished,All," in On request, Baner, , Pune, Maharashtra",,South-East,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"25,000",3,3,Not given,1,"Maintenance₹ 3,431/- (/ month)Deposit3 months rent",Carpet area: 1100 (102.19 sq.m.)  sq.ft.,Semifurnished,Family Only," in Ganesham 2, Pimple Saudagar, , Pune, Maharashtra",4th   of 13 Floors,South,Vitrified,Yes,,1 Covered,Yes,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"16,000",2,2,Not given,,Deposit3 months rent,Super Built up area 1150(106.84 sq.m.)  sq.ft.,Furnished,Family Only," in Pride World City, Lohegaon, , Pune, Maharashtra",Ground of 13 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"20,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 995(92.44 sq.m.)  sq.ft.,Furnished,All," in Kumar Paradise, Magarpatta, , Pune, Maharashtra",9th   of 10 Floors,,,Yes,,1 Open,,,None,0 Months,Charges not included,Full,5 to 10 Year Old
"15,000",1,1,Not given,,"Maintenance₹ 500/- (/ month)Deposit₹ 35,000/-",Super Built up area 480(44.59 sq.m.)Built Up area: 470 sq.ft. (43.66 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Semifurnished,All," in Mayur Kunj Apartment, Shivaji Nagar, , Pune, Maharashtra",3rd   of 4 Floors,West,Others,Yes,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
"20,000",3,3,Not given,1,"Maintenance₹ 36,000/- (/ year)Deposit2 months rent",Carpet area: 1348 (125.23 sq.m.)  sq.ft.,Unfurnished,Family Only," in On Request, Ambegaon Budruk, , Pune, Maharashtra",,East,Vitrified,Yes,,1 Covered,,,None,0 Months,Charges included,Partial,1 to 5 Year Old
"10,500",2,2,Pooja Room,2,"Deposit₹ 30,000/-",Carpet area: 560 (52.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Aishwaryam Hamara, Chikhali, , Pune, Maharashtra",2nd   of 12 Floors,North,Marble,Yes,Yes,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"22,000",3,3,Others,2,"Deposit₹ 75,000/-",Super Built up area 1250(116.13 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in Amanora Park Town, Hadapsar, , Pune, Maharashtra",8th   of 11 Floors,East,Marble,Yes,Yes,1 Covered,,,11 Months,3 Months,Charges not included,Full,0 to 1 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"12,000",2,2,Others,1,"Deposit₹ 40,000/-",Carpet area: 671 (62.34 sq.m.)  sq.ft.,Unfurnished,Family Only," in Pristine Greens, Moshi, , Pune, Maharashtra",2nd   of 14 Floors,West,Mosaic,Yes,," Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
"35,000",3,3,Not given,2,"Deposit₹ 100,000/-",Plot area 2500(232.26 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.)  sq.ft.,Unfurnished,Family Only," in Baner, , Pune, Maharashtra",,East,,,,1 Open,,,None,0 Months,Charges included,None,10+ Year Old
"14,000",2,2,Not given,2,"Maintenance₹ 3,000/- (/ month)Deposit₹ 100,000/-",Super Built up area 1065(98.94 sq.m.)  sq.ft.,Semifurnished,Family Only," in Wadhwani Sai Prem Park, Pimple Saudagar, , Pune, Maharashtra",1st   of 6 Floors,West,Vitrified,,,1 Covered,,,None,0 Months,Charges not included,Partial,10+ Year Old
"15,000",2,2,Others,1,"Deposit₹ 30,000/-",Super Built up area 920(85.47 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sai angan apartment Thergaon, Thergaon, , Pune, Maharashtra",1st   of 5 Floors,East,Marble,,Yes,"1 Covered, 1 Open",,,None,0 Months,Charges not included,None,0 to 1 Year Old
"10,500",1,1,Others,2,"Maintenance₹ 500/- (/ month)Deposit₹ 25,000/-",Super Built up area 620(57.6 sq.m.)Carpet area: 458 sq.ft. (42.55 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in On req, Sudarshan Nagar, , Pune, Maharashtra",3rd   of 3 Floors,North-East,Ceramic,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
8500,1,1,Not given,2,"Deposit₹ 25,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Furnished,Family Only," in Tanisha Shursti, Alandi, , Pune, Maharashtra",11st   of 11 Floors,East,,Yes,Yes,,Yes,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
9000,1,1,Not given,,"Deposit₹ 15,000/-",Built Up area: 650 (60.39 sq.m.)  sq.ft.,Semifurnished,All," in Wakad, , Pune, Maharashtra",,,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"25,000",2,2,Others,2,"Deposit₹ 75,000/-",Built Up area: 850 (78.97 sq.m.)  sq.ft.,Semifurnished,Family Only," in 55 Sukhniwas, Somwar Peth, , Pune, Maharashtra",5th   of 10 Floors,East,Vitrified,Yes,,1 Covered,,,11 Months,2 Months,Charges not included,Full,1 to 5 Year Old
"18,000",2,2,Not given,1,Deposit6 months rent,Super Built up area 1100(102.19 sq.m.)  sq.ft.,Unfurnished,Family Only," in Teerth Towers, Sus , , Pune, Maharashtra",1st   of 11 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"22,000",3,3,Not given,2,Deposit3 months rent,Super Built up area 1335(124.03 sq.m.)  sq.ft.,Unfurnished,All," in Nyati Elan, Wagholi, , Pune, Maharashtra",8th   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
6000,1,1,Pooja Room,1,"Deposit₹ 10,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,Bachelors (Men Only)," in Novelty Classic, Senapati Bapat Road, , Pune, Maharashtra",1st   of 4 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
"16,500",1,1,Not given,2,"Deposit₹ 40,000/-",Carpet area: 800 (74.32 sq.m.)  sq.ft.,Semifurnished,Family Only," in Wadhwani Sai Vision, Pimple Saudagar, , Pune, Maharashtra",5th   of 7 Floors,East,Ceramic,,,1 Covered,,,11 Months,2 Months,Charges not included,None,5 to 10 Year Old
"60,000",3,4,"Servant Room,Others",1,"Brokerage₹ 60,000/- (Non-Negotiable)",Super Built up area 1850(171.87 sq.m.)  sq.ft.,Furnished,All," in Lunkad Sky Vie, Viman Nagar, , Pune, Maharashtra",7th   of 9 Floors,North-East,,Yes,,"2 Covered,  Open",Yes,Yes,None,0 Months,Charges not included,Full,1 to 5 Year Old
7000,1,1,Not given,,"Deposit₹ 25,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Dhankawadi, , Pune, Maharashtra",,South-West,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"27,000",2,2,Not given,2,"Deposit₹ 100,000/-",Super Built up area 1050(97.55 sq.m.)  sq.ft.,Furnished,Family Only," in Kumar Kruti, Kalyani Nagar, , Pune, Maharashtra",11st   of 13 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"22,000",3,3,Not given,3,"Deposit₹ 60,000/-",Super Built up area 1050(97.55 sq.m.)  sq.ft.,Semifurnished,All," in Kiran Sparsh, Baner, , Pune, Maharashtra",4th   of 8 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
9000,2,2,Study Room,1,"Deposit₹ 25,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Namo Vihar, Hadapsar, , Pune, Maharashtra",2nd   of 3 Floors,East,Ceramic,Yes,,1 Covered,,Yes,11 Months,2 Months,Charges not included,None,10+ Year Old
"29,000",2,2,Others,2,"Deposit₹ 85,000/-",Carpet area: 690 (64.1 sq.m.)  sq.ft.,Unfurnished,All," in Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",14th   of 22 Floors,,Vitrified,Yes,,"1 Covered,  Open",Yes,Yes,36 Months,2 Months,Charges not included,Full,0 to 1 Year Old
"40,000",2,2,Others,1,Deposit4 months rent,Super Built up area 1270(117.99 sq.m.)  sq.ft.,Furnished,All," in Rohan Mithila, Mhada Colony, , Pune, Maharashtra",2nd   of 7 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,Full,1 to 5 Year Old
"17,000",2,2,Not given,2,"Deposit₹ 40,000/-",Carpet area: 702 (65.22 sq.m.)  sq.ft.,Semifurnished,Family Only," in Park Springs, Dhanori, , Pune, Maharashtra",2nd   of 11 Floors,East,Vitrified,Yes,,"1 Covered,  Open",,,None,1 Months,Charges not included,Partial,5 to 10 Year Old
"19,500",2,2,Not given,2,,Carpet area: 728 (67.63 sq.m.)  sq.ft.,Semifurnished,Family Only," in Kwality Vrindavan Heights, Hadapsar, , Pune, Maharashtra",7th   of 12 Floors,,,,,1 Covered,,,11 Months,2 Months,Charges not included,None,1 to 5 Year Old
"22,000",3,3,Not given,,,Plot area 1200(111.48 sq.m.)  sq.ft.,Furnished,Family Only," in Ujwal Prathamesh Society, Wakad, , Pune, Maharashtra",,,,,,"0 Covered, 0 Open",,,None,0 Months,Charges included,None,1 to 5 Year Old
4000,1,1,Not given,1,,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,Bachelors (Men Only)," in Apartment, Eon Free Zone , , Pune, Maharashtra",Ground of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
6500,1,1,Not given,1,,Super Built up area 400(37.16 sq.m.)  sq.ft.,Unfurnished,Family Only," in Siddharth Complex, Dhankawadi, , Pune, Maharashtra",3rd   of 4 Floors,,,,,"0 Covered, 0 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
"12,000",1,1,Not given,,"Deposit₹ 25,000/-",Carpet area: 420 (39.02 sq.m.)  sq.ft.,Unfurnished,Family Only," in Nirvaan Oneness, Wakad, , Pune, Maharashtra",5th   of 6 Floors,East,,Yes,,1 Open,,,12 Months,1 Months,Charges not included,Full,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"15,000",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 535 (49.7 sq.m.)  sq.ft.,Semifurnished,Family Only," in Ratan Park, Pashan, , Pune, Maharashtra",1st   of 3 Floors,North,Ceramic,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"22,000",2,2,Not given,2,Deposit2 months rent,Carpet area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,All," in Magarpatta City Daffodils, Magarpatta, , Pune, Maharashtra",5th   of 6 Floors,,,,,,,,24 Months,1 Months,Charges not included,None,5 to 10 Year Old
"15,000",2,2,Not given,2,"Deposit₹ 50,000/-",Carpet area: 1275 (118.45 sq.m.)  sq.ft.,Furnished,All," in LS Mehetre Laxmi Vridavan, Pimple Saudagar, , Pune, Maharashtra",3rd   of 6 Floors,,,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,None,10+ Year Old
8500,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 656(60.94 sq.m.)  sq.ft.,Unfurnished,Family Only," in Pristine East Winds, Wagholi, , Pune, Maharashtra",4th   of 4 Floors,East,Others,Yes,,"1 Covered,  Open",,,11 Months,0 Months,Charges included,Partial,5 to 10 Year Old
"13,500",2,2,Not given,1,"Deposit₹ 35,000/-",Built Up area: 860 (79.9 sq.m.)  sq.ft.,Unfurnished,Family Only," in Somani Residency, Kate Wasti, , Pune, Maharashtra",2nd   of 9 Floors,,Vitrified,,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
9000,1,1,Not given,2,"Deposit₹ 25,000/-",Carpet area: 495 (45.99 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sam Dreams Carnival, Charholi, , Pune, Maharashtra",9th   of 11 Floors,,,,,,,,11 Months,0 Months,Charges not included,Partial,0 to 1 Year Old
"15,000",2,2,Not given,2,Deposit3 months rent,Carpet area: 990 (91.97 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Blue Skky Olive, Wagholi, , Pune, Maharashtra",9th   of 12 Floors,North-East,Vitrified,,,"1 Covered,  Open",,,11 Months,2 Months,Charges not included,Full,1 to 5 Year Old
8000,1,1,Not given,3,,Super Built up area 650(60.39 sq.m.)  sq.ft.,Unfurnished,All," in Aashman Pride, Kiwale, , Pune, Maharashtra",1st   of 5 Floors,,,,,"0 Covered, 0 Open",,,None,0 Months,Charges included,None,1 to 5 Year Old
"11,000",2,2,Not given,1,"Deposit₹ 30,000/-",Plot area 760(70.61 sq.m.)  sq.ft.,Unfurnished,All," in Mohamadwadi, , Pune, Maharashtra",,West,Granite,Yes,,"0 Covered, 1 Open",Yes,Yes,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"17,000",2,2,Not given,2,"Deposit₹ 45,000/-",Super Built up area 990(91.97 sq.m.)  sq.ft.,Unfurnished,Family Only," in Gawade Unique Enclave, Keshav Nagar, , Pune, Maharashtra",1st   of 4 Floors,West,,Yes,,"1 Covered, 0 Open",,,None,0 Months,Charges included,Full,1 to 5 Year Old
"12,000",2,2,Not given,2,"Deposit₹ 40,000/-",Super Built up area 975(90.58 sq.m.)  sq.ft.,Unfurnished,Family Only," in Central Park Residences, Moshi, , Pune, Maharashtra",2nd   of 12 Floors,,,Yes,," Covered, 1 Open",,,11 Months,1 Months,Charges included,Partial,5 to 10 Year Old
