rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"18,000",1,1,Not given,1,,Super Built up area 650(60.39 sq.m.)  sq.ft.,Furnished,All," in ravi raj arriyana co housing society, Kharadi, , Pune, Maharashtra",1st   of 9 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
6500,1,1,Not given,1,"Deposit₹ 13,000/-",Super Built up area 450(41.81 sq.m.)Built Up area: 400 sq.ft. (37.16 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.)  sq.ft.,Unfurnished,All," in vidya heritage, Wanwadi, , Pune, Maharashtra",2nd   of 2 Floors,North-East,,,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
5000,1,1,Not given,1,Deposit2 months rent,Super Built up area 260(24.15 sq.m.)Built Up area: 250 sq.ft. (23.23 sq.m.)Carpet area: 240 sq.ft. (22.3 sq.m.)  sq.ft.,Unfurnished,All," in Anandleela Complex, Mohamadwadi, , Pune, Maharashtra",2nd   of 3 Floors,West,Spartex,,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"12,000",1,1,Not given,2,,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,Family Only," in kanchan villa, Tingre Nagar, , Pune, Maharashtra",1st   of 2 Floors,South-East,,,,1 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
"17,000",2,2,Not given,2,Deposit2 months rent,Super Built up area 1248(115.94 sq.m.)  sq.ft.,Semifurnished,Family Only," in Rama Capriccio, Wakad, , Pune, Maharashtra",6th   of 7 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"13,000",2,2,Not given,1,"Deposit₹ 35,000/-",Super Built up area 1112(103.31 sq.m.)  sq.ft.,Unfurnished,All," in Megapolis Splendour, Hinjewadi, , Pune, Maharashtra",5th   of 14 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"27,000",2,2,Not given,2,"Deposit₹ 100,000/-",Carpet area: 1000 (92.9 sq.m.)  sq.ft.,Furnished,All," in Ahura Pearl Tower, Malwadi, , Pune, Maharashtra",2nd   of 11 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",,Yes,24 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
8000,1,1,Not given,,"Deposit₹ 15,000/-",Built Up area: 280 (26.01 sq.m.)  sq.ft.,Furnished,Bachelors (Men Only)," in Chandan Nagar, , Pune, Maharashtra",,West,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
9000,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 650(60.39 sq.m.)Built Up area: 635 sq.ft. (58.99 sq.m.)  sq.ft.,Unfurnished,All," in Sidhhivinayak Apartment, Bijlinagar, , Pune, Maharashtra",4th   of 4 Floors,South-West,,Yes,,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
6000,1,1,Not given,,,Super Built up area 310(28.8 sq.m.)  sq.ft.,Unfurnished,All," in BK Chavan Oxygen Valley, Hadapsar, , Pune, Maharashtra",2nd   of 6 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"18,000",2,2,Pooja Room,2,,Carpet area: 1196 (111.11 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Men Only)"," in F5 Epic, Wagholi, , Pune, Maharashtra",8th   of 8 Floors,East,,Yes,Yes,1 Covered,,,22 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"18,000",2,2,"Study Room,Pooja Room",2,"Maintenance₹ 2,000/- (/ month)Deposit2 months rent",Carpet area: 1000 (92.9 sq.m.)  sq.ft.,Furnished,All," in Vanashree Apartment, Hadapsar, , Pune, Maharashtra",10th   of 11 Floors,West,Marble,Yes,Yes,"1 Covered, 1 Open",,Yes,11 Months,1 Months,Charges included,Full,1 to 5 Year Old
"14,500",1,1,Not given,1,Deposit3 months rent,Carpet area: 510 (47.38 sq.m.)  sq.ft.,Semifurnished,All," in Rahul Nagar, Kothrud, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,None,1 Months,Charges not included,None,10+ Year Old
"15,000",1,1,Not given,1,"Deposit₹ 35,000/-",Carpet area: 465 (43.2 sq.m.)  sq.ft.,Furnished,All," in Amanora Metro Towers, Hadapsar, , Pune, Maharashtra",4th   of 12 Floors,East,Polished concrete,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"15,500",1,1,Not given,1,"Deposit₹ 50,000/-",Super Built up area 822(76.37 sq.m.)  sq.ft.,Furnished,All," in Karia Konark Orchid, Wagholi, , Pune, Maharashtra",10th   of 12 Floors,East,Ceramic,Yes,,1 Open,,Yes,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"17,000",1,1,Not given,1,"Deposit₹ 50,000/-",Carpet area: 460 (42.74 sq.m.)  sq.ft.,Semifurnished,All," in Krish The Pavilion, Eon Free Zone , , Pune, Maharashtra",1st   of 12 Floors,,,Yes,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"18,000",2,2,Not given,3,"Deposit₹ 60,000/-",Super Built up area 1100(102.19 sq.m.)Built Up area: 1059 sq.ft. (98.38 sq.m.)  sq.ft.,Semifurnished,Family Only," in Opus77, Bhumkar Nagar, , Pune, Maharashtra",5th   of 11 Floors,East,Vitrified,Yes,Yes,1 Covered,,,24 Months,1 Months,Charges included,Partial,1 to 5 Year Old
"13,000",2,2,Not given,2,Deposit3 months rent,Super Built up area 900(83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in Pinnacle Neelanchal, Sus , , Pune, Maharashtra",5th   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"15,000",1,1,Not given,1,"Deposit₹ 50,000/-",Built Up area: 550 (51.1 sq.m.)Carpet area: 508 sq.ft. (47.19 sq.m.)  sq.ft.,Semifurnished,Family Only," in Punit Apartment, Narayan Peth, , Pune, Maharashtra",3rd   of 3 Floors,South,Mosaic,Yes,," Covered, 1 Open",,,36 Months,1 Months,Charges not included,None,10+ Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
5000,1,1,Not given,2,"Maintenance₹ 200/- (/ month)Deposit₹ 10,000/-",Built Up area: 150 (13.94 sq.m.)  sq.ft.,Unfurnished,All," in Vasant Siddhi Apartment, Warje, , Pune, Maharashtra",3rd   of 3 Floors,,,Yes,,,,,None,0 Months,Charges included,None,5 to 10 Year Old
8500,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 670 (62.25 sq.m.)  sq.ft.,Semifurnished,Family Only," in Wanowrie, , Pune, Maharashtra",2nd   of 3 Floors,South-East,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
8000,2,2,Others,1,"Deposit₹ 25,000/-",Built Up area: 520 (48.31 sq.m.)  sq.ft.,Semifurnished,All," in Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",2nd   of 7 Floors,North-East,Ceramic,Yes,,,,,None,0 Months,Charges included,Full,0 to 1 Year Old
5000,1,1,Not given,,,Super Built up area 385(35.77 sq.m.)  sq.ft.,Unfurnished,Family Only," in Playtor Ranjangaon, Ranjangaon, , Pune, Maharashtra",1st   of 8 Floors,East,Marble,,,1 Open,,,11 Months,0 Months,Charges not included,Partial,1 to 5 Year Old
8000,1,1,Not given,1,"Deposit₹ 16,000/-",Carpet area: 620 (57.6 sq.m.)  sq.ft.,Semifurnished,Family Only," in Kamaldeep Aagan Apartment, Mohan Nagar, , Pune, Maharashtra",1st   of 3 Floors,,,Yes,,1 Covered,,,12 Months,1 Months,Charges not included,None,10+ Year Old
"23,000",2,2,Not given,1,"Deposit₹ 60,000/-",Super Built up area 1350(125.42 sq.m.)  sq.ft.,Furnished,Family Only," in Kool Homes Rising Landscapes, NIBM, , Pune, Maharashtra",1st   of 10 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,Full,5 to 10 Year Old
"15,500",2,2,Not given,2,"Deposit₹ 35,000/-",Super Built up area 850(78.97 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.)  sq.ft.,Semifurnished,Family Only," in Madhuvishwa Society, Siddharth Nagar, , Pune, Maharashtra",1st   of 1 Floors,East,Vitrified,Yes,,1 Covered,,,None,0 Months,Charges included,Partial,1 to 5 Year Old
5500,1,1,Not given,,"Deposit₹ 18,000/-",Carpet area: 450 (41.81 sq.m.)  sq.ft.,Semifurnished,All," in Hadapsar, , Pune, Maharashtra",Lower Ground of 2 Floors,West,Ceramic,,,"0 Covered, 0 Open",,,None,1 Months,Charges not included,None,10+ Year Old
"15,000",2,2,Not given,2,,Super Built up area 931(86.49 sq.m.)  sq.ft.,Unfurnished,All," in Sai Raj Heights, Punawale, , Pune, Maharashtra",11st   of 11 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
