rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"12,000",2,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 783 (72.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Binawat Paradise, Bhekrai Nagar, , Pune, Maharashtra",3rd   of 6 Floors,West,Vitrified,,," Covered,  Open",,,None,1 Months,Charges not included,Partial,5 to 10 Year Old
"35,000",1,2,Not given,,"Deposit₹ 35,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Furnished,All," in sai drishti , Sakore nagar Vimannagar, , Pune, Maharashtra",4th   of 4 Floors,,Ceramic,,,2 Open,,,1 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"12,000",1,1,Not given,,,Super Built up area 550(51.1 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Furnished,Family Only," in Apartment, Swargate, , Pune, Maharashtra",1st   of 5 Floors,,,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"10,000",1,1,Not given,1,"Deposit₹ 25,000/-",Plot area 400(37.16 sq.m.)  sq.ft.,Semifurnished,All," in road number 3, Old Sangvi, , Pune, Maharashtra",,East,Mosaic,Yes,," Covered,  Open",,,11 Months,2 Months,Charges not included,None,5 to 10 Year Old
6000,1,2,Not given,1,"Deposit₹ 15,000/-",Plot area 1000(92.9 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Lohegaon Wagholi road malwadi lane no 2b, , Pune, Maharashtra",,North,,,,,,,1 Months,1 Months,Charges not included,None,1 to 5 Year Old
"13,000",1,1,Not given,1,"Deposit₹ 30,000/-",Super Built up area 750(69.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Ovi, Dhore Nagar, , Pune, Maharashtra",2nd   of 3 Floors,,,,,"1 Covered,  Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
9000,1,1,Not given,2,,Super Built up area 561(52.12 sq.m.)  sq.ft.,Unfurnished,All," in sai villa Katraj, Katraj, , Pune, Maharashtra",2nd   of 5 Floors,,,,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,1 to 5 Year Old
"12,000",2,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 778 (72.28 sq.m.)  sq.ft.,Furnished,All," in Mont Vert Vesta, Pirangut, , Pune, Maharashtra",9th   of 12 Floors,,Vitrified,Yes,," Covered,  Open",,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"13,000",1,1,Not given,1,"Deposit₹ 40,000/-",Super Built up area 670(62.25 sq.m.)  sq.ft.,Unfurnished,Family Only," in Shiv Tara Srishti, Keshav Nagar, , Pune, Maharashtra",2nd   of 4 Floors,,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"11,500",1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 720(66.89 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.)  sq.ft.,Unfurnished,Family Only," in Shrirang Vihar Co. Op. Society, Dange Chowk, , Pune, Maharashtra",1st   of 5 Floors,North,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"15,000",2,2,Not given,,,Built Up area: 900 (83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in nul, Pradhikaran, , Pune, Maharashtra",1st   of 3 Floors,,,,,,,,None,0 Months,Charges included,None,5 to 10 Year Old
"10,000",1,1,Not given,1,Deposit3 months rent,Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Adishakti, Wadgaon Sheri,pune, , Pune, Maharashtra",1st   of 3 Floors,East,Vitrified,Yes,,1 Open,Yes,Yes,11 Months,2 Months,Charges not included,Full,0 to 1 Year Old
8000,2,2,Not given,1,Deposit2 months rent,Plot area 960(89.19 sq.m.)  sq.ft.,Semifurnished,All," in Pawarwasti Lohegaon wagholi road, , Pune, Maharashtra",,West,,,Yes,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
8000,1,1,Not given,,"Maintenance₹ 1,100/- (/ month)Deposit₹ 15,000/-",Super Built up area 350(32.52 sq.m.)  sq.ft.,Semifurnished,All," in Vishrant Housing Society, Vishrantwadi, , Pune, Maharashtra",3rd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",1,1,Not given,3,"Deposit₹ 25,000/-",Carpet area: 480 (44.59 sq.m.)  sq.ft.,Unfurnished,All," in Goel Ganga Sarovar, Wadeshwar Nagar, , Pune, Maharashtra",4th   of 6 Floors,,,,,1 Open,,,None,1 Months,Charges not included,None,5 to 10 Year Old
"11,500",2,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 604 (56.11 sq.m.)  sq.ft.,Unfurnished,Family Only," in Jaihind Residency, Chikhali, , Pune, Maharashtra",5th   of 7 Floors,West,Vitrified,,," Covered, 1 Open",,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
9000,2,2,Not given,1,"Deposit₹ 25,000/-",Super Built up area 950(88.26 sq.m.)  sq.ft.,Unfurnished,All," in Chaurang Smith Shilp, Mahadev Nagar, , Pune, Maharashtra",4th   of 5 Floors,,,,Yes,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
7500,1,1,Not given,1,"Deposit₹ 15,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Furnished,All," in on request, Dhanori, , Pune, Maharashtra",2nd   of 4 Floors,South-West,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"22,000",2,2,Store Room,2,"Deposit₹ 50,000/-",Carpet area: 1089 (101.17 sq.m.)  sq.ft.,Furnished,All," in Mittal Parkwayz, Wakad, , Pune, Maharashtra",3rd   of 8 Floors,North,Ceramic,Yes,,1 Open,,,12 Months,1 Months,Charges not included,Partial,10+ Year Old
8500,1,1,Not given,,"Deposit₹ 10,000/-",Carpet area: 480 (44.59 sq.m.)  sq.ft.,Unfurnished,All," in Giriraj Housing Society, Bijali Nagar, , Pune, Maharashtra",3rd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"15,000",1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Dattawadi, , Pune, Maharashtra",3rd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
7000,1,1,Not given,1,"Deposit₹ 10,000/-",Super Built up area 525(48.77 sq.m.)Built Up area: 504 sq.ft. (46.82 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.)  sq.ft.,Unfurnished,All," in Ram Green Hive, Phursungi, , Pune, Maharashtra",3rd   of 9 Floors,South-East,Vitrified,Yes,,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"12,000",2,2,Not given,2,"Deposit₹ 30,000/-",Carpet area: 640 (59.46 sq.m.)  sq.ft.,Unfurnished,Family Only," in Samruddhi Lake Shore, Ambegaon Budruk, , Pune, Maharashtra",5th   of 9 Floors,North,Ceramic,Yes,,1 Covered,,,11 Months,2 Months,Charges not included,Partial,5 to 10 Year Old
"15,000",2,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,Bachelors (Men Only)," in mangal dham apartment, Ravet, , Pune, Maharashtra",3rd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
5500,1,1,Not given,1,"Deposit₹ 15,000/-",Super Built up area 535(49.7 sq.m.)  sq.ft.,Unfurnished,Family Only," in Swayambu Sankul, Bekrai Nagar, , Pune, Maharashtra",2nd   of 5 Floors,West,,Yes,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"17,000",2,2,Pooja Room,1,"Deposit₹ 40,000/-",Super Built up area 1000(92.9 sq.m.)  sq.ft.,Furnished,Family Only," in Shantikunj Co Op H Society, Sector-29 Ravet, , Pune, Maharashtra",1st   of 4 Floors,East,,,,1 Open,,,12 Months,3 Months,Charges not included,None,5 to 10 Year Old
"20,000",2,2,Not given,,"Deposit₹ 50,000/-",Built Up area: 700 (65.03 sq.m.)  sq.ft.,Furnished,All," in Kothrud, , Pune, Maharashtra",1st   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"17,000",3,2,Not given,1,"Deposit₹ 30,000/-",Built Up area: 1100 (102.19 sq.m.)  sq.ft.,Unfurnished,All," in Vitthal Nagar, , Pune, Maharashtra",1st   of 2 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"12,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 1100(102.19 sq.m.)  sq.ft.,Furnished,All," in Forest Hills, Sai Nagar, , Pune, Maharashtra",4th   of 7 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
8500,1,1,Not given,,"Deposit₹ 20,000/-",Super Built up area 700(65.03 sq.m.)  sq.ft.,Unfurnished,All," in shanti sadan , Talegaon, , Pune, Maharashtra",1st   of 4 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,10+ Year Old
7000,1,1,Not given,1,"Deposit₹ 15,000/-",Super Built up area 546(50.73 sq.m.)  sq.ft.,Unfurnished,All," in ap pinnacle, Lonikand, , Pune, Maharashtra",9th   of 11 Floors,,,,,3 Open,,,None,0 Months,Charges not included,None,0 to 1 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"19,000",2,2,Not given,2,"Deposit₹ 50,000/-",Carpet area: 900 (83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in Ganesh Park Housing Society, Pimple Saudagar, , Pune, Maharashtra",5th   of 6 Floors,,Vitrified,Yes,Yes,1 Open,,,None,1 Months,Charges not included,None,10+ Year Old
5000,1,1,Others,1,"Deposit₹ 10,000/-",Super Built up area 680(63.17 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Sunita Residency, Uruli Kanchan, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,None,0 Months,Charges included,None,1 to 5 Year Old
"18,000",2,2,Not given,2,"Maintenance₹ 5,000/- (/ year)Deposit₹ 60,000/-",Carpet area: 1000 (92.9 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in RK Lunkad Nisarg Ashish, Pimple Nilakh, , Pune, Maharashtra",4th   of 7 Floors,East,Vitrified,Yes,Yes,1 Covered,,,None,1 Months,Charges not included,Full,5 to 10 Year Old
"14,500",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 400 (37.16 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shetiya CHS, Marutirao Gaikwad Nagar , , Pune, Maharashtra",3rd   of 3 Floors,South,Spartex,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",1,1,Not given,1,"Maintenance₹ 100/- (/ month)Deposit₹ 20,000/-",Super Built up area 1100(102.19 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in Atul Nagar Society, Warje, , Pune, Maharashtra",2nd   of 3 Floors,West,Vitrified,,,1 Open,,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
9500,1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 407 (37.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Dreams Aakruti, Hadapsar, , Pune, Maharashtra",7th   of 10 Floors,North-East,Vitrified,Yes,," Covered,  Open",,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"10,000",1,1,Not given,,"Deposit₹ 25,000/-",Built Up area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Sai Nagari Society, Chandan Nagar, , Pune, Maharashtra",2nd   of 3 Floors,East,,Yes,Yes,,,,None,0 Months,Charges included,None,5 to 10 Year Old
5000,1,1,Not given,2,"Deposit₹ 25,000/-",Built Up area: 684 (63.55 sq.m.)  sq.ft.,Unfurnished,Family Only," in Nakshatra Apartment, Pirangut, , Pune, Maharashtra",3rd   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"14,000",2,1,Pooja Room,,"Maintenance₹ 100/- (/ month)Deposit₹ 50,000/-",Super Built up area 670(62.25 sq.m.)Built Up area: 667 sq.ft. (61.97 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.)  sq.ft.,Semifurnished,Family Only," in Kshitij Apartment, New Sanghvi, , Pune, Maharashtra",2nd   of 2 Floors,East,Stone,,,1 Open,,,11 Months,1 Months,Charges not included,None,10+ Year Old
6000,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Sasane Colony, , Pune, Maharashtra",1st   of 1 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"12,000",1,1,Not given,1,,Carpet area: 600 (55.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Laxmi Township, Kalas Area, , Pune, Maharashtra",1st   of 3 Floors,East,Marble,Yes,,,,,11 Months,1 Months,Charges included,None,10+ Year Old
"12,500",1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Semifurnished,All," in Ganesh Peth, Dulya Maruti Temple, , Pune, Maharashtra",2nd   of 3 Floors,,Marble,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"20,500",2,2,Not given,2,"Deposit₹ 50,000/-",Super Built up area 1021(94.85 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in High Mont, Hinjewadi Phase 2, , Pune, Maharashtra",7th   of 22 Floors,West,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
6000,1,1,Not given,1,"Maintenance₹ 200/- (/ month)Deposit₹ 15,000/-",Built Up area: 520 (48.31 sq.m.)  sq.ft.,Unfurnished,All," in Lohegaon, , Pune, Maharashtra",,East,Ceramic,,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges included,Partial,0 to 1 Year Old
"12,000",2,2,Not given,1,Deposit4 months rent,Built Up area: 970 (90.12 sq.m.)  sq.ft.,Unfurnished,All," in Arihant Venkateshwara Green City, Hadapsar, , Pune, Maharashtra",11st   of 11 Floors,,Vitrified,Yes,,1 Covered,,,12 Months,1 Months,Charges not included,None,1 to 5 Year Old
"10,000",2,2,Not given,1,"Deposit₹ 20,000/-",Carpet area: 850 (78.97 sq.m.)  sq.ft.,Semifurnished,Family Only," in VND Ganesh Vishwa Phase 1, Ambegaon Budruk, , Pune, Maharashtra",3rd   of 4 Floors,East,Vitrified,,,1 Covered,,,11 Months,0 Months,Charges not included,None,5 to 10 Year Old
6000,1,1,Others,1,"Deposit₹ 20,000/-",Super Built up area 618(57.41 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Avior  Navyangan, Pirangut, , Pune, Maharashtra",12nd   of 12 Floors,East,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
7500,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 800(74.32 sq.m.)  sq.ft.,Semifurnished,All," in Soham Purandar Heights, Phursungi, , Pune, Maharashtra",4th   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"16,000",2,2,Not given,2,"Deposit₹ 40,000/-",Super Built up area 867(80.55 sq.m.)  sq.ft.,Semifurnished,All," in The Rose, Sant Nagar, , Pune, Maharashtra",2nd   of 7 Floors,,,Yes,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"14,000",2,2,Not given,2,Deposit3 months rent,Super Built up area 1083(100.61 sq.m.)Carpet area: 867 sq.ft. (80.55 sq.m.)  sq.ft.,Semifurnished,All," in Satyam Shivam Sundaram Society, Manjri, , Pune, Maharashtra",7th   of 9 Floors,East,Vitrified,Yes,,,,Yes,22 Months,0 Months,Charges not included,Full,5 to 10 Year Old
"14,000",2,2,Not given,2,,Carpet area: 673 (62.52 sq.m.)  sq.ft.,Semifurnished,All," in Kohinoor Tinsel County, Hinjewadi, , Pune, Maharashtra",1st   of 7 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
6500,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 540 (50.17 sq.m.)  sq.ft.,Unfurnished,All," in Wagholi, , Pune, Maharashtra",3rd   of 5 Floors,,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"16,000",2,1,Not given,,Deposit2 months rent,Plot area 1089(101.17 sq.m.)Built Up area: 830 sq.ft. (77.11 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Furnished,All," in Warje, , Pune, Maharashtra",,East,Spartex,Yes,,"1 Covered, 1 Open",,,None,1 Months,Charges not included,None,1 to 5 Year Old
"10,500",1,1,Not given,1,,Super Built up area 620(57.6 sq.m.)  sq.ft.,Unfurnished,All," in Dreams Aakruti, Hadapsar, , Pune, Maharashtra",10th   of 11 Floors,North,,Yes,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
6500,1,1,Not given,,,Carpet area: 450 (376.26 sq.m.)  sq.yards,Unfurnished,All," in Vadgaon Sheri, , Pune, Maharashtra",Ground of 3 Floors,North,,Yes,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"13,000",2,2,Not given,1,"Deposit₹ 50,000/-",Built Up area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,All," in Chandan Nagar, , Pune, Maharashtra",2nd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"10,000",1,1,Not given,1,Maintenance₹ 500/- (/ month),Carpet area: 510 (47.38 sq.m.)  sq.ft.,Unfurnished,All," in Dakshata Nagar CHS, Kaspate Vasti, , Pune, Maharashtra",2nd   of 4 Floors,South,,,,1 Open,,,12 Months,1 Months,Charges not included,None,10+ Year Old
6000,1,1,Not given,1,"Deposit₹ 15,000/-",Built Up area: 250 (23.23 sq.m.)  sq.ft.,Unfurnished,All," in Kharadi, , Pune, Maharashtra",,North-East,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
7500,1,1,Not given,1,"Deposit₹ 15,000/-",Built Up area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,All," in Sai Samarth Housing Society, Manjri, , Pune, Maharashtra",,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
5000,1,1,Not given,1,"Deposit₹ 10,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Sant Nagar, , Pune, Maharashtra",,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
7000,1,1,Not given,,Deposit2 months rent,Built Up area: 350 (32.52 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Men Only)"," in Vishrantwadi, , Pune, Maharashtra",,North,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"13,500",3,2,Not given,2,"Deposit₹ 20,000/-",Super Built up area 1200(111.48 sq.m.)  sq.ft.,Unfurnished,All," in Simplicity Apartments, Hadapsar, , Pune, Maharashtra",1st   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"14,000",3,2,Others,2,"Deposit₹ 20,000/-",Carpet area: 1200 (111.48 sq.m.)  sq.ft.,Unfurnished,Family Only," in Simplicity Apartments, Hadapsar, , Pune, Maharashtra",1st   of 4 Floors,East,Vitrified,,,"1 Covered,  Open",,,11 Months,1 Months,Charges included,Full,5 to 10 Year Old
"12,500",2,2,Not given,1,,Super Built up area 900(83.61 sq.m.)  sq.ft.,Semifurnished,All," in MP 64 Green Meadows, Marunji, , Pune, Maharashtra",5th   of 10 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
"16,000",1,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shree shankar, Paud Road, , Pune, Maharashtra",2nd   of 3 Floors,,,Yes,,,,,None,0 Months,Charges included,None,10+ Year Old
"20,000",3,2,"Study Room,Others",1,"Deposit₹ 50,000/-",Super Built up area 1200(111.48 sq.m.)  sq.ft.,Furnished,All," in Vardhaman Garden CHSL, Katraj, , Pune, Maharashtra",2nd   of 6 Floors,South-West,Ceramic,,,"1 Covered, 2 Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
6000,1,1,Not given,,Deposit3 months rent,Super Built up area 600(55.74 sq.m.)  sq.ft.,Unfurnished,All," in sai nivas , Lohegaon, , Pune, Maharashtra",Ground of 2 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
8000,1,1,Not given,,"Deposit₹ 25,000/-",Built Up area: 300 (27.87 sq.m.)  sq.ft.,Semifurnished,All," in New Sanghvi, , Pune, Maharashtra",,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
