rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
9500,1,1,Not given,2,"Deposit₹ 20,000/-",Super Built up area 650(60.39 sq.m.)Built Up area: 620 sq.ft. (57.6 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.)  sq.ft.,Unfurnished,Family Only," in Akalpika Housing Society, Chinchwad Gaon, , Pune, Maharashtra",2nd   of 2 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"13,500",2,2,Not given,2,"Maintenance₹ 13,500/- (/ month)",Super Built up area 970(90.12 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.)  sq.ft.,Unfurnished,Family Only," in dreams elina, Handewadi, , Pune, Maharashtra",3rd   of 7 Floors,East,,,,,,,None,0 Months,Charges included,None,5 to 10 Year Old
"13,000",2,1,Not given,1,"Deposit₹ 35,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Dreams Elina, Satav Nagar, , Pune, Maharashtra",10th   of 10 Floors,East,Others,Yes,,1 Open,,Yes,11 Months,2 Months,Charges not included,Full,5 to 10 Year Old
7000,1,1,Study Room,,"Deposit₹ 15,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sawali, Bhekrai Nagar, , Pune, Maharashtra",1st   of 2 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
9900,1,1,Others,1,"Deposit₹ 25,000/-",Super Built up area 700(65.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Savitri Apartment, Hadapsar, , Pune, Maharashtra",2nd   of 2 Floors,North-West,Vitrified,Yes,,3 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"12,000",1,1,Not given,1,,Plot area 750(69.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Tingre Nagar, , Pune, Maharashtra",,,,,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
"18,000",2,2,Not given,1,,Super Built up area 686(63.73 sq.m.)  sq.ft.,Semifurnished,All," in Megapolis Symphony, Hinjewadi, , Pune, Maharashtra",12nd   of 13 Floors,,Ceramic,Yes,,"1 Covered, 1 Open",Yes,,None,1 Months,Charges included,Full,0 to 1 Year Old
"35,000",2,2,Others,2,"Deposit₹ 140,000/-",Super Built up area 1362(126.53 sq.m.)  sq.ft.,Furnished,Family Only," in Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",16th   of 30 Floors,,,Yes,,2 Covered,,,12 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"18,500",2,2,Not given,2,"Deposit₹ 60,000/-",Super Built up area 896(83.24 sq.m.)  sq.ft.,Semifurnished,Family Only," in L S Mehetre Shiv Angan, Pimple Saudagar, , Pune, Maharashtra",7th   of 8 Floors,North-East,,,,1 Open,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"12,000",1,1,Not given,2,"Deposit₹ 25,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Sayali Park, Pimple Saudagar, , Pune, Maharashtra",1st   of 1 Floors,North-East,,,,1 Open,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"14,800",1,1,Not given,1,"Deposit₹ 50,000/-",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shri Kalpvruksha, Pimple Gurav, , Pune, Maharashtra",11st   of 11 Floors,North,Vitrified,Yes,,1 Open,,,None,0 Months,Charges not included,Partial,1 to 5 Year Old
"18,000",3,1,Not given,1,"Maintenance₹ 500/- (/ month)Deposit₹ 30,000/-",Carpet area: 400 (37.16 sq.m.)  sq.ft.,Semifurnished,All," in Ganesh Peth, , Pune, Maharashtra",3rd   of 3 Floors,East,Granite,Yes,Yes,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,10+ Year Old
"20,000",2,2,Not given,1,"Deposit₹ 50,000/-",Built Up area: 881 (81.85 sq.m.)  sq.ft.,Furnished,All," in Pimpri Chinchwad, , Pune, Maharashtra",2nd   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
7500,1,1,Not given,2,"Maintenance₹ 500/- (/ month)Deposit₹ 20,000/-",Super Built up area 800(74.32 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 625 sq.ft. (58.06 sq.m.)  sq.ft.,Unfurnished,Family Only," in Mundransh Niwas, Bhekrai Nagar, , Pune, Maharashtra",3rd   of 3 Floors,South-East,Vitrified,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
8000,1,1,Not given,,,Carpet area: 599 (55.65 sq.m.)  sq.ft.,Unfurnished,All," in Kharadi, , Pune, Maharashtra",Ground of 3 Floors,South,,,,"0 Covered, 0 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
9500,2,2,Not given,3,"Deposit₹ 30,000/-",Carpet area: 950 (88.26 sq.m.)  sq.ft.,Semifurnished,Family Only," in Angel Hills C Building, Talegaon Dabhade, , Pune, Maharashtra",1st   of 3 Floors,North,Vitrified,Yes,,1 Covered,,,11 Months,3 Months,Charges not included,None,5 to 10 Year Old
7000,1,1,Not given,1,Deposit2 months rent,Carpet area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Manjari Budruk, , Pune, Maharashtra",,North-West,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
6500,1,1,Not given,,"Deposit₹ 15,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,All," in parthana, Khandve Nagar, , Pune, Maharashtra",Ground of 3 Floors,North-West,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"25,000",3,2,Not given,1,Deposit2 months rent,Super Built up area 1320(122.63 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in Megapolis Sunway, Hinjewadi, , Pune, Maharashtra",4th   of 6 Floors,,Ceramic,Yes,,1 Covered,,,6 Months,1 Months,Charges not included,None,1 to 5 Year Old
"15,000",2,2,Not given,2,"Deposit₹ 35,000/-",Super Built up area 918(85.28 sq.m.)  sq.ft.,Semifurnished,Family Only," in Anant Prayag Landbreeze, Punawale, , Pune, Maharashtra",3rd   of 8 Floors,North-East,Ceramic,Yes,,1 Covered,,Yes,24 Months,1 Months,Charges not included,None,1 to 5 Year Old
"12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sai Sankul Apartment, Near Kunal Hotel, Kalewadi, , Pune, Maharashtra",4th   of 6 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Carpet area: 55.71   sq.m.,Semifurnished,All," in Vilas Javdekar Yashwin Hinjewadi, Hinjewadi Phase 2, , Pune, Maharashtra",11st   of 22 Floors,,,,,2 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"10,000",2,2,Not given,1,"Deposit₹ 30,000/-",Built Up area: 825 (76.65 sq.m.)  sq.ft.,Unfurnished,Family Only," in Tata Autocomp Cooperative Hsg Soc Ltd   , Somatne Phata, , Pune, Maharashtra",3rd   of 10 Floors,,,,,1 Covered,,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"17,000",2,2,Not given,1,"Deposit₹ 40,000/-",Built Up area: 1048 (97.36 sq.m.)  sq.ft.,Semifurnished,All," in Rhythm Housing Society, Kalewadi Phata, , Pune, Maharashtra",3rd   of 7 Floors,North-East,Vitrified,Yes,,1 Covered,,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"18,500",2,2,Not given,1,"Deposit₹ 55,000/-",Carpet area: 770 (71.54 sq.m.)  sq.ft.,Furnished,All," in Atriya Grande, Autadwadi Handewadi, , Pune, Maharashtra",5th   of 11 Floors,East,,Yes,,"0 Covered, 1 Open",,,22 Months,1 Months,Charges not included,None,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"17,000",2,2,Not given,1,"Deposit₹ 40,000/-",Built Up area: 1048 (97.36 sq.m.)  sq.ft.,Semifurnished,All," in Rhythm Housing Society, Kalewadi Phata, , Pune, Maharashtra",3rd   of 7 Floors,North-East,Vitrified,Yes,,1 Covered,,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"18,500",2,2,Not given,1,"Deposit₹ 55,000/-",Carpet area: 770 (71.54 sq.m.)  sq.ft.,Furnished,All," in Atriya Grande, Autadwadi Handewadi, , Pune, Maharashtra",5th   of 11 Floors,East,,Yes,,"0 Covered, 1 Open",,,22 Months,1 Months,Charges not included,None,1 to 5 Year Old
"17,000",2,2,Not given,1,,Built Up area: 880 (81.75 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vasant Utsav, Hinjewadi, , Pune, Maharashtra",2nd   of 4 Floors,,,,,,,,None,0 Months,Charges included,None,10+ Year Old
8000,2,2,Not given,1,"Deposit₹ 20,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Anantsrishti Apartment, Kanhe, , Pune, Maharashtra",3rd   of 6 Floors,East,Granite,Yes,,1 Covered,,,11 Months,2 Months,Charges not included,Partial,0 to 1 Year Old
"12,000",2,2,Not given,2,,Super Built up area 787(73.11 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shreyas Vihar, Hadapsar, , Pune, Maharashtra",2nd   of 6 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
9000,1,1,Not given,,"Deposit₹ 27,000/-",Super Built up area 450(41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vishwaroop Society, Vadgaon Sheri, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"20,000",2,2,Not given,1,,Super Built up area 950(88.26 sq.m.)  sq.ft.,Semifurnished,Family Only," in shree parshvanagar society, Kondhwa Budruk, , Pune, Maharashtra",7th   of 7 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,5 to 10 Year Old
"14,500",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 1040(96.62 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.)  sq.ft.,Unfurnished,All," in Sairang Residency, Mohannagar, Chinchwad., Pimpri Chinchwad, , Pune, Maharashtra",4th   of 5 Floors,North,Vitrified,Yes,,"1 Covered, 0 Open",,Yes,22 Months,1 Months,Charges not included,None,5 to 10 Year Old
"21,000",2,2,Not given,1,"Deposit₹ 45,000/-",Super Built up area 940(87.33 sq.m.)  sq.ft.,Semifurnished,All," in Dwarkadheesh Residency, Pimple Saudagar, , Pune, Maharashtra",4th   of 6 Floors,North,Others,Yes,,1 Open,,,24 Months,2 Months,Charges not included,Full,10+ Year Old
7000,1,1,Not given,1,"Deposit₹ 15,000/-",Super Built up area 665(61.78 sq.m.)  sq.ft.,Unfurnished,All," in Sunflower Apartment, Talegaon Dabhade, , Pune, Maharashtra",1st   of 3 Floors,,,Yes,,,,,None,0 Months,Charges included,None,10+ Year Old
"20,000",2,2,Not given,2,"Maintenance₹ 2,000/- (/ month)Deposit₹ 25,000/-",Built Up area: 961 (89.28 sq.m.)  sq.ft.,Unfurnished,All," in panchshil park, Mundhwa, , Pune, Maharashtra",3rd   of 5 Floors,East,Ceramic,Yes,,"1 Covered, 1 Open",Yes,Yes,12 Months,2 Months,Charges not included,None,1 to 5 Year Old
"18,000",1,1,Not given,2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 36,000/-",Built Up area: 470 (43.66 sq.m.)  sq.ft.,Furnished,All," in Krushnangan apartment, Wakad, , Pune, Maharashtra",4th   of 4 Floors,North,Spartex,Yes,,"1 Covered, 1 Open",Yes,Yes,12 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"12,500",1,1,Not given,2,"Deposit₹ 30,000/-",Super Built up area 530(49.24 sq.m.)  sq.ft.,Unfurnished,Bachelors (Men Only)," in Bhagwant Krupa Apartment, Warje, , Pune, Maharashtra",3rd   of 4 Floors,South-West,Others,Yes,,,,,24 Months,0 Months,Charges not included,None,10+ Year Old
"13,500",1,1,Not given,,"Deposit₹ 40,000/-",Built Up area: 725 (67.35 sq.m.)  sq.ft.,Furnished,All," in Kondhwa Budruk, , Pune, Maharashtra",4th   of 6 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"13,000",2,1,Not given,1,Deposit2 months rent,Carpet area: 602 (55.93 sq.m.)  sq.ft.,Furnished,All," in Bellaza Blue, Keshav Nagar, , Pune, Maharashtra",3rd   of 7 Floors,West,Vitrified,Yes,," Covered,  Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"25,000",3,3,Study Room,2,Deposit2 months rent,Super Built up area 1700(157.94 sq.m.)  sq.ft.,Unfurnished,All," in balaji niwas, Dhanori, , Pune, Maharashtra",1st   of 4 Floors,North,,Yes,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"22,500",2,2,Others,2,"Maintenance₹ 1,500/- (/ month)Deposit₹ 45,000/-",Super Built up area 850(78.97 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in KK Meadows, Charholi, , Pune, Maharashtra",8th   of 8 Floors,East,Marble,Yes,Yes,"1 Covered, 1 Open",,,11 Months,3 Months,Charges not included,Full,0 to 1 Year Old
6000,2,2,Not given,1,"Deposit₹ 8,000/-",Carpet area: 850 (78.97 sq.m.)  sq.ft.,Unfurnished,All," in ranga niwas,katraj, katraj,ambegaon bdk, , Pune, Maharashtra",1st   of 4 Floors,,,,,"2 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"15,000",1,1,"Pooja Room,Study Room",2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 25,000/-",Super Built up area 70Built Up area: 40 sq.m.Carpet area: 35 sq.m.  sq.m.,Semifurnished,All," in Sai Paradise, Punawale, , Pune, Maharashtra",4th   of 22 Floors,North,Vitrified,Yes,,,,,24 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"10,000",1,1,Not given,1,"Maintenance₹ 1,500/- (/ month)Deposit₹ 25,000/-",Carpet area: 610 (56.67 sq.m.)  sq.ft.,Semifurnished,All," in Vedant Heights, Kaspate Vasti, Wakad, Pimpri Chinchwad, , Pune, Maharashtra",4th   of 4 Floors,,,,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"28,000",3,3,Not given,3,Deposit4 months rent,Super Built up area 1305(121.24 sq.m.)  sq.ft.,Semifurnished,Family Only," in La Gloriosa, Digambar Nagar, , Pune, Maharashtra",1st   of 8 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"14,500",1,1,Not given,1,"Deposit₹ 40,000/-",Built Up area: 551 (51.19 sq.m.)  sq.ft.,Furnished,All," in Tirupati Kunj, Munjaba Vasti, , Pune, Maharashtra",1st   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"16,000",1,1,Not given,1,"Deposit₹ 50,000/-",Carpet area: 600 (55.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shaniwar Peth, , Pune, Maharashtra",4th   of 5 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"19,000",2,2,Study Room,2,"Deposit₹ 60,000/-",Carpet area: 1031 (95.78 sq.m.)  sq.ft.,Furnished,All," in vishwa vinayar florencia,wakad, pune, wakad ,pune, , Pune, Maharashtra",2nd   of 12 Floors,West,,Yes,,"1 Covered, 1 Open",,Yes,None,1 Months,Charges included,Full,5 to 10 Year Old
"11,000",2,2,Store Room,2,"Maintenance₹ 2,900/- (/ month)Deposit₹ 30,000/-",Carpet area: 45.21   sq.m.,Unfurnished,"Family , Bachelors (Women Only)"," in Kalapi Aster, Pisoli, , Pune, Maharashtra",3rd   of 12 Floors,,Ceramic,Yes,,"1 Covered, 1 Open",Yes,Yes,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"13,000",2,2,Not given,2,"Maintenance₹ 1,500/- (/ month)Deposit₹ 25,000/-",Super Built up area 900(83.61 sq.m.)Built Up area: 865 sq.ft. (80.36 sq.m.)Carpet area: 665 sq.ft. (61.78 sq.m.)  sq.ft.,Semifurnished,Family Only," in Grace Homes, Keshav Nagar, , Pune, Maharashtra",1st   of 4 Floors,East,,,,"1 Covered, 2 Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
"12,000",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Vinayak Nagari, Tadiwala Road, , Pune, Maharashtra",4th   of 5 Floors,,Others,Yes,,2 Open,Yes,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"30,000",2,2,Not given,2,"Deposit₹ 90,000/-",Carpet area: 1100 (102.19 sq.m.)  sq.ft.,Furnished,Bachelors (Men/Women)," in Deokar Residency, Wadgaon Sheri, , Pune, Maharashtra",4th   of 7 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,Partial,10+ Year Old
"17,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 925(85.94 sq.m.)  sq.ft.,Unfurnished,All," in Kumar park insinia, Bhekrai Nagar, , Pune, Maharashtra",4th   of 12 Floors,South,Ceramic,,,1 Open,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"22,000",2,2,Not given,2,"Deposit₹ 100,000/-",Carpet area: 900 (83.61 sq.m.)  sq.ft.,Furnished,All," in Sonigara Indraprabha Phase 2, Kiwale, , Pune, Maharashtra",11st   of 11 Floors,East,,Yes,Yes,2 Open,Yes,Yes,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"14,000",2,2,Pooja Room,1,"Deposit₹ 15,000/-",Built Up area: 1000 (92.9 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.)  sq.ft.,Semifurnished,Family Only," in Bharat Complex, Hadapsar, , Pune, Maharashtra",3rd   of 3 Floors,West,Granite,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"11,000",2,1,Not given,1,,Built Up area: 820 (76.18 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.)  sq.ft.,Unfurnished,All," in Siddhant Vihar, Dhayari, , Pune, Maharashtra",4th   of 5 Floors,West,Vitrified,Yes,,,,,None,0 Months,Charges not included,Full,5 to 10 Year Old
"25,000",2,2,Not given,3,Deposit3 months rent,Super Built up area 1300(120.77 sq.m.)  sq.ft.,Semifurnished,Family Only," in Nyati Environ, Tingre Nagar, , Pune, Maharashtra",1st   of 12 Floors,,Vitrified,,,,,,None,0 Months,Charges not included,Full,5 to 10 Year Old
