rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
7000,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,All," in Malhar G, Narhe, , Pune, Maharashtra",1st   of 4 Floors,,Ceramic,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"18,000",3,3,Not given,1,"Deposit₹ 50,000/-",Carpet area: 1200 (111.48 sq.m.)  sq.ft.,Unfurnished,Family Only," in Greenwoods Housing Society, Manjari Budruk, , Pune, Maharashtra",9th   of 12 Floors,,Concrete,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
7000,1,2,Not given,1,,Built Up area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,All," in preet building, Wagholi, , Pune, Maharashtra",2nd   of 3 Floors,,,Yes,,5 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
"14,500",1,1,Not given,1,"Brokerage₹ 14,500/- (Negotiable)Deposit₹ 60,000/-",Super Built up area 550(51.1 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.)  sq.ft.,Furnished,All," in Krishna Residency, Koregaon Park, , Pune, Maharashtra",1st   of 4 Floors,East,Vitrified,Yes,,1 Open,,Yes,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"16,500",2,2,Not given,1,"Deposit₹ 50,000/-",Built Up area: 1183 (109.9 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.)  sq.ft.,Furnished,All," in Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",13rd   of 22 Floors,South-East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"18,000",3,3,Not given,1,"Deposit₹ 50,000/-",Super Built up area 1255(116.59 sq.m.)  sq.ft.,Semifurnished,Family Only," in Life Montage Apartment, Sus , , Pune, Maharashtra",8th   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"45,000",3,4,Not given,2,Deposit4 months rent,Super Built up area 140  sq.m.,Furnished,Family Only," in Lodha Belmondo, Pune Mumbai Highway, , Pune, Maharashtra",10th   of 24 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,500",1,1,Not given,,"Deposit₹ 60,000/-",Built Up area: 540 (50.17 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Eden Park, Clover Park, , Pune, Maharashtra",1st   of 6 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"24,000",2,2,Not given,1,"Deposit₹ 60,000/-",Super Built up area 930(86.4 sq.m.)  sq.ft.,Semifurnished,All," in Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",8th   of 13 Floors,,,Yes,,1 Covered,,Yes,12 Months,2 Months,Charges not included,None,10+ Year Old
"23,000",2,2,Store Room,1,"Deposit₹ 80,000/-",Super Built up area 1200(111.48 sq.m.)  sq.ft.,Semifurnished,Family Only," in Swapnil Apartment, Gultekadi, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"16,500",3,3,Not given,2,"Deposit₹ 50,000/-",Super Built up area 1100(102.19 sq.m.)  sq.ft.,Furnished,Family Only," in R B Silver Coin, Dhayari, , Pune, Maharashtra",6th   of 6 Floors,East,Vitrified,Yes,,1 Covered,,,None,0 Months,Charges included,Partial,1 to 5 Year Old
"15,000",2,2,Not given,1,"Maintenance₹ 940/- (/ month)Deposit₹ 30,000/-",Super Built up area 898(83.43 sq.m.)  sq.ft.,Semifurnished,Family Only," in Wakadkar Sonesta, Wakad, , Pune, Maharashtra",3rd   of 9 Floors,,Ceramic,Yes,Yes,1 Covered,,Yes,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"15,000",1,1,Not given,1,"Deposit₹ 40,000/-",Super Built up area 650(60.39 sq.m.)  sq.ft.,Furnished,All," in Oxford Elegance, Wanwadi, , Pune, Maharashtra",1st   of 8 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"17,000",2,2,Not given,,"Maintenance₹ 50,000/- (/ year)Deposit₹ 50,000/-",Super Built up area 850(78.97 sq.m.)  sq.ft.,Semifurnished,Family Only," in Aditya Guruganesh Nagar Phase 1, Kothrud, , Pune, Maharashtra",2nd   of 4 Floors,East,Mosaic,Yes,,1 Open,,,11 Months,1 Months,Charges included,None,10+ Year Old
"17,000",2,2,Not given,3,Deposit3 months rent,Super Built up area 950(88.26 sq.m.)  sq.ft.,Furnished,All," in Yashwin Apartment, Hinjewadi, , Pune, Maharashtra",7th   of 21 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"17,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 1100(102.19 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Kumar Park Infinia, Phursungi, , Pune, Maharashtra",2nd   of 12 Floors,North-East,Marble,Yes,,1 Open,Yes,Yes,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"35,000",2,2,Not given,2,,Super Built up area 900(83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in Marvel Zephyr, Kharadi, , Pune, Maharashtra",7th   of 15 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
"15,000",1,1,Not given,,,Super Built up area 514(47.75 sq.m.)  sq.ft.,Unfurnished,All," in lagad complex, Narayan Peth, , Pune, Maharashtra",1st   of 3 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"12,000",1,2,Not given,1,"Maintenance₹ 500/- (/ month)Deposit₹ 25,000/-",Built Up area: 825 (76.65 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.)  sq.ft.,Unfurnished,Family Only," in HEVAN PARK, MOHAMMAD WADI  KHIND ROAD, Salunke Vihar, , Pune, Maharashtra",,West,Vitrified,,,,,,11 Months,2 Months,Charges not included,None,1 to 5 Year Old
"12,000",1,2,Not given,2,"Deposit₹ 20,000/-",Carpet area: 557 (51.75 sq.m.)  sq.ft.,Unfurnished,All," in Bramha chaitanya society, Warje, , Pune, Maharashtra",1st   of 4 Floors,East,Spartex,,,"1 Covered, 1 Open",,,12 Months,1 Months,Charges not included,None,0 to 1 Year Old
"13,000",2,2,Not given,2,,Carpet area: 778 (72.28 sq.m.)  sq.ft.,Semifurnished,Family Only," in shreeram lotus society, Lohegaon, , Pune, Maharashtra",1st   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
"11,000",1,1,Not given,,Maintenance₹ 500/- (/ month),Built Up area: 500 (46.45 sq.m.)Carpet area: 355 sq.ft. (32.98 sq.m.)  sq.ft.,Unfurnished,All," in Maitrivishva, Karve Nagar, , Pune, Maharashtra",1st   of 4 Floors,North,Vitrified,,,,,,None,0 Months,Charges included,None,0 to 1 Year Old
8500,2,1,Not given,1,,Super Built up area 700(65.03 sq.m.)  sq.ft.,Unfurnished,All," in sai sharddha park, Manjri, , Pune, Maharashtra",4th   of 5 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
"14,500",2,2,Not given,2,"Deposit₹ 40,000/-",Built Up area: 900 (83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in Nirmal Township, Hadapsar, , Pune, Maharashtra",2nd   of 5 Floors,North,Ceramic,Yes,Yes,"1 Covered, 1 Open",,Yes,11 Months,0 Months,Charges included,None,5 to 10 Year Old
"15,000",2,2,Not given,3,,Super Built up area 900(83.61 sq.m.)  sq.ft.,Semifurnished,All," in Diya Prestige, Kharadi, , Pune, Maharashtra",3rd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,5 to 10 Year Old
"23,000",2,1,Not given,1,,Built Up area: 925 (85.94 sq.m.)  sq.ft.,Unfurnished,Family Only," in Patrta Maruti Lane, Narayan Peth, , Pune, Maharashtra",1st   of 4 Floors,,,,," Covered,  Open",,,None,2 Months,Charges not included,None,10+ Year Old
"18,000",3,3,Not given,2,"Maintenance₹ 1,200/- (/ month)",Built Up area: 1352 (125.6 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Men Only)"," in Nalinottam Residency II, Pashan-Sus Road, , Pune, Maharashtra",1st   of 4 Floors,East,Ceramic,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,Partial,5 to 10 Year Old
"12,500",1,1,Not given,1,Maintenance₹ 750/- (/ month),Built Up area: 630 (58.53 sq.m.)  sq.ft.,Unfurnished,All," in Sanskriti, Wakad, , Pune, Maharashtra",4th   of 6 Floors,,,,,,,,None,0 Months,Charges included,None,1 to 5 Year Old
9000,1,1,Not given,1,"Deposit₹ 20,000/-",Plot area 750Built Up area: 750 sq.m.  sq.m.,Unfurnished,Family Only," in Bhairav Nagar, , Pune, Maharashtra",,North-West,Spartex,Yes,,,,,11 Months,0 Months,Charges not included,None,1 to 5 Year Old
"22,000",2,2,Not given,2,"Deposit₹ 50,000/-",Built Up area: 1240 (115.2 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in GK Dwarka Sai Heritage, Pimple Saudagar, , Pune, Maharashtra",2nd   of 8 Floors,South,Spartex,Yes,,1 Open,Yes,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"15,000",2,2,Not given,1,"Deposit₹ 50,000/-",Plot area 1200(111.48 sq.m.)  sq.ft.,Semifurnished,Family Only," in Dhankawadi, , Pune, Maharashtra",,North,,,Yes,"1 Covered, 1 Open",,Yes,22 Months,1 Months,Charges included,Partial,5 to 10 Year Old
"20,000",3,3,Not given,3,"Maintenance₹ 2,000/- (/ month)Deposit₹ 60,000/-",Super Built up area 1500(139.35 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mont Vert Seville, Shankar Kalat Nagar, , Pune, Maharashtra",12nd   of 12 Floors,North-West,Vitrified,Yes,,2 Covered,,,2 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"35,000",2,2,Not given,2,Deposit3 months rent,Carpet area: 1014 (94.2 sq.m.)  sq.ft.,Furnished,Family Only," in BramhaCorp Meander, Kharadi, , Pune, Maharashtra",7th   of 11 Floors,South-East,,Yes,,1 Covered,Yes,Yes,12 Months,0 Months,Charges included,Partial,1 to 5 Year Old
"13,000",1,1,Not given,1,Deposit3 months rent,Super Built up area 518(48.12 sq.m.)  sq.ft.,Furnished,Family Only," in Spring Glory CHS, Kharadi, , Pune, Maharashtra",5th   of 6 Floors,North-West,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",2,2,Not given,2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 30,000/-",Super Built up area 1100(102.19 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.)  sq.ft.,Furnished,All," in on request, Dhanori, , Pune, Maharashtra",2nd   of 3 Floors,West,Ceramic,Yes,,6 Covered,,,11 Months,0 Months,Charges not included,None,0 to 1 Year Old
7000,1,1,Not given,1,,Super Built up area 478(44.41 sq.m.)  sq.ft.,Semifurnished,All," in Shankar Complex, Balaji Nagar, , Pune, Maharashtra",2nd   of 4 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"11,000",2,2,Not given,1,"Deposit₹ 30,000/-",Carpet area: 875 (81.29 sq.m.)  sq.ft.,Semifurnished,All," in Latis CHS, Talegaon, , Pune, Maharashtra",3rd   of 3 Floors,,Vitrified,Yes,,1 Covered,,,None,1 Months,Charges not included,None,1 to 5 Year Old
9500,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 630(58.53 sq.m.)  sq.ft.,Unfurnished,All," in Crystal Park, Mohamadwadi, , Pune, Maharashtra",3rd   of 6 Floors,East,Marble,Yes,,"1 Covered, 1 Open",,,11 Months,0 Months,Charges not included,Partial,1 to 5 Year Old
"10,000",1,1,Not given,1,,Super Built up area 555(51.56 sq.m.)  sq.ft.,Semifurnished,All," in Vaishnavi Spring Woods, Hinjewadi, , Pune, Maharashtra",4th   of 11 Floors,,,Yes,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
4000,1,1,Not given,,"Deposit₹ 20,000/-",Carpet area: 218 (20.25 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Tanish Unnati, Alandi, , Pune, Maharashtra",2nd   of 9 Floors,East,Others,,Yes,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
9000,1,2,Not given,,"Deposit₹ 20,000/-",Carpet area: 450 (41.81 sq.m.)  sq.ft.,Semifurnished,All," in Rajiv Gandhi Nagar, , Pune, Maharashtra",2nd   of 2 Floors,,Ceramic,,,1 Open,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"18,000",3,3,Not given,1,"Deposit₹ 50,000/-",Built Up area: 1350 (125.42 sq.m.)  sq.ft.,Unfurnished,Family Only," in Pimpri Chinchwad, , Pune, Maharashtra",2nd   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"16,000",2,2,Not given,2,"Deposit₹ 20,000/-",Super Built up area 900(83.61 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sai Nature Park, Sector-29 Ravet, , Pune, Maharashtra",3rd   of 5 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
8000,1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in on request, Kondhwa Budruk, , Pune, Maharashtra",1st   of 3 Floors,East,Vitrified,Yes,,1 Open,,,24 Months,1 Months,Charges not included,None,0 to 1 Year Old
"17,000",2,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Deokar Residency, Prasad Nagar, , Pune, Maharashtra",2nd   of 6 Floors,East,,,,,,Yes,None,0 Months,Charges not included,Partial,5 to 10 Year Old
5000,1,1,Not given,,,Plot area 200(18.58 sq.m.)  sq.ft.,Semifurnished,All," in Urmila Apartment, Hingne Khurd, , Pune, Maharashtra",,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"11,000",1,2,Not given,3,"Deposit₹ 30,000/-",Carpet area: 800 (74.32 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Aashman Gaurav, Vikas Nagar, , Pune, Maharashtra",3rd   of 5 Floors,East,Spartex,Yes,,"1 Covered,  Open",,Yes,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"16,000",2,2,Not given,2,"Deposit₹ 100,000/-",Super Built up area 865(80.36 sq.m.)  sq.ft.,Semifurnished,All," in Elegant Residency, Akurdi, , Pune, Maharashtra",3rd   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"25,000",3,3,Not given,3,Deposit3 months rent,Super Built up area 1500(139.35 sq.m.)  sq.ft.,Semifurnished,All," in Godrej Infinity, Keshav Nagar, , Pune, Maharashtra",14th   of 28 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,Full,1 to 5 Year Old
"11,500",3,2,Others,3,"Maintenance₹ 1/- ((one time fee))Brokerage₹ 11,500/- (Negotiable)Deposit₹ 25,000/-",Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.)  sq.ft.,Semifurnished,All," in sidhi Vinayak apartment, Dhanori, , Pune, Maharashtra",2nd   of 4 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",Yes,Yes,24 Months,1 Months,Charges not included,None,0 to 1 Year Old
8000,1,1,Not given,1,"Deposit₹ 16,000/-",Carpet area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Shiv Srushti, Sasane Colony, , Pune, Maharashtra",2nd   of 4 Floors,East,,Yes,,1 Covered,,,None,1 Months,Charges included,None,1 to 5 Year Old
"24,000",2,2,Others,2,"Maintenance₹ 100/- ((one time fee))Brokerage₹ 24,000/- (Non-Negotiable)Deposit₹ 75,000/-",Super Built up area 1100(102.19 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Furnished,All," in Bhakti Apartment, Viman Nagar, , Pune, Maharashtra",4th   of 7 Floors,East,Vitrified,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"16,500",2,1,Not given,1,"Deposit₹ 50,000/-",Carpet area: 585 (54.35 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",5th   of 7 Floors,,Ceramic,Yes,,,,,11 Months,1 Months,Charges not included,Partial,Under Construction
8500,1,1,Not given,,,Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in BK Jhala Nirmal Township, Sasane Nagar, , Pune, Maharashtra",1st   of 3 Floors,East,Others,Yes,,1 Covered,,Yes,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
9000,2,2,Not given,1,"Deposit₹ 25,000/-",Built Up area: 840 (78.04 sq.m.)Carpet area: 740 sq.ft. (68.75 sq.m.)  sq.ft.,Unfurnished,Family Only," in Ravinanda Skywater Waterfront Homes, Wageshwar Nagar, , Pune, Maharashtra",4th   of 10 Floors,North-East,Vitrified,,,1 Open,,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"26,000",2,2,Others,2,"Maintenance₹ 100/- ((one time fee))Brokerage₹ 26,000/- (Non-Negotiable)Deposit₹ 75,000/-",Super Built up area 1050(97.55 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Furnished,All," in Rohan Mithila, Mhada Colony, , Pune, Maharashtra",5th   of 7 Floors,East,Vitrified,Yes,,1 Covered,,Yes,12 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"12,000",1,1,Not given,1,"Maintenance₹ 1,500/- (/ month)Deposit₹ 30,000/-",Carpet area: 600 (55.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Raykar Water Edge, Mahalunge, , Pune, Maharashtra",5th   of 5 Floors,East,,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"22,000",3,3,Pooja Room,3,"Deposit₹ 60,000/-",Super Built up area 1610(149.57 sq.m.)  sq.ft.,Semifurnished,Family Only," in Tucker AWHO Enclave, Hadapsar, , Pune, Maharashtra",3rd   of 4 Floors,East,Marble,Yes,,1 Covered,,Yes,12 Months,1 Months,Charges included,Partial,5 to 10 Year Old
"15,500",1,1,Not given,1,Deposit3 months rent,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in GK Dayal Heights, Pimple Saudagar, , Pune, Maharashtra",5th   of 10 Floors,East,Stone,Yes,,"1 Covered,  Open",,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
"10,000",1,2,Pooja Room,,"Deposit₹ 20,000/-",Built Up area: 560 (52.03 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Furnished,All," in Monica Housing Society, Pimpri, , Pune, Maharashtra",1st   of 4 Floors,North-East,Polished concrete,,," Covered, 3 Open",,,11 Months,0 Months,Charges not included,None,10+ Year Old
6500,1,1,Not given,,,Built Up area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Omkar Niwas, Thergaon, , Pune, Maharashtra",1st   of 2 Floors,South-West,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Built Up area: 1000 (92.9 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.)  sq.ft.,Unfurnished,All," in On Request , Wakad, , Pune, Maharashtra",2nd   of 7 Floors,North,,,,,,,11 Months,0 Months,Charges not included,None,1 to 5 Year Old
"22,000",3,2,Pooja Room,1,"Deposit₹ 50,000/-",Plot area 1075(99.87 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Phase-3 Hinjewadi , , Pune, Maharashtra",,North,Ceramic,,,1 Covered,,,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"13,000",1,1,Study Room,1,"Deposit₹ 30,000/-",Carpet area: 620 (57.6 sq.m.)  sq.ft.,Semifurnished,Family Only," in Chandrarang Paradise, Pimple Gurav, , Pune, Maharashtra",Ground of 5 Floors,North,Ceramic,Yes,Yes,1 Open,Yes,Yes,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
"15,000",3,2,Not given,3,"Maintenance₹ 1,000/- (/ month)Deposit₹ 30,000/-",Super Built up area 1300(120.77 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.)  sq.ft.,Semifurnished,Family Only," in Vrindavan, Lohegaon, , Pune, Maharashtra",4th   of 4 Floors,,,,,2 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"13,000",2,2,Not given,1,Deposit₹ 26/-,Super Built up area 872(81.01 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 615 sq.ft. (57.14 sq.m.)  sq.ft.,Semifurnished,All," in Mittal Pebbles High Mont, Hinjewadi Phase 2, , Pune, Maharashtra",20th   of 23 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",Yes,Yes,11 Months,2 Months,Charges not included,Partial,0 to 1 Year Old
6500,1,1,Not given,1,"Maintenance₹ 700/- (/ month)Deposit₹ 20,000/-",Super Built up area 530(49.24 sq.m.)  sq.ft.,Unfurnished,All," in Yuneet plaza, Bhekarai nagar , Bhosale village, , Pune, Maharashtra",2nd   of 4 Floors,North,Vitrified,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
"15,000",1,1,Not given,,"Deposit₹ 50,000/-",Carpet area: 400 (37.16 sq.m.)  sq.ft.,Semifurnished,Family Only," in Omkarchaya, Shaniwar peth, , Pune, Maharashtra",3rd   of 4 Floors,,,,Yes,,,,None,1 Months,Charges not included,None,10+ Year Old
"14,000",1,1,Store Room,1,"Deposit₹ 30,000/-",Carpet area: 45.28   sq.m.,Semifurnished,All," in Siddhashila Eela, Punawale, , Pune, Maharashtra",4th   of 12 Floors,East,Marble,Yes,,"1 Covered, 1 Open",,,None,2 Months,Charges not included,Full,0 to 1 Year Old
5500,1,1,Not given,1,,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,All," in shree swami samarth Apartment, Gondhale Nagar, , Pune, Maharashtra",1st   of 2 Floors,,,,,1 Open,,,None,1 Months,Charges not included,None,1 to 5 Year Old
"10,000",1,1,Not given,3,"Maintenance₹ 1,500/- (/ month)Deposit₹ 20,000/-",Super Built up area 687(63.82 sq.m.)Built Up area: 653 sq.ft. (60.67 sq.m.)Carpet area: 484.87 sq.ft. (45.05 sq.m.)  sq.ft.,Unfurnished,All," in PM Oak View Residency, Thergaon, , Pune, Maharashtra",4th   of 5 Floors,West,Ceramic,,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"17,000",2,2,Not given,2,"Deposit₹ 50,000/-",Built Up area: 960 (89.19 sq.m.)  sq.ft.,Semifurnished,Family Only," in Skyways Sereno, Lohegaon, , Pune, Maharashtra",5th   of 9 Floors,,,,,,,,11 Months,1 Months,Charges included,None,1 to 5 Year Old
7000,1,1,Not given,,"Deposit₹ 20,000/-",Built Up area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Katraj, , Pune, Maharashtra",Ground of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
