rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
"20,000",2,3,Not given,2,"Deposit₹ 70,000/-",Built Up area: 1400 (130.06 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kamdhenu Mira 1, Chinchwad, , Pune, Maharashtra",4th   of 4 Floors,East,Vitrified,Yes,,1 Covered,,Yes,12 Months,1 Months,Charges not included,None,5 to 10 Year Old
4500,1,1,Not given,,"Maintenance₹ 100/- (/ month)Deposit₹ 10,000/-",Plot area 200(18.58 sq.m.)  sq.ft.,Semifurnished,All," in Gulmohar Colony, Handevadi, Hadapsar, , Pune, Maharashtra",,,Vitrified,Yes,,1 Covered,,,None,1 Months,Charges not included,None,10+ Year Old
4000,1,1,Others,,Deposit2 months rent,Built Up area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,Family Only," in Bhekrai Nagar, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"18,000",2,2,Not given,2,"Deposit₹ 50,000/-",Carpet area: 885 (82.22 sq.m.)  sq.ft.,Furnished,Family Only," in Aashiyana Avenue, Tingre Nagar, , Pune, Maharashtra",1st   of 3 Floors,,Vitrified,,Yes,1 Covered,,,11 Months,0 Months,Charges not included,Partial,5 to 10 Year Old
"15,000",1,1,Not given,,"Deposit₹ 40,000/-",Super Built up area 610(56.67 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in Sai Prasad Apartment, Chinchwad, , Pune, Maharashtra",2nd   of 5 Floors,,,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"27,000",2,2,Not given,1,"Maintenance₹ 1/- (/ unit)Deposit₹ 80,000/-",Built Up area: 1200 (111.48 sq.m.)  sq.ft.,Furnished,All," in Megapolis Splendor, Phase-3 Hinjewadi , , Pune, Maharashtra",13rd   of 14 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Carpet area: 878 (81.57 sq.m.)  sq.ft.,Furnished,All," in GK Armada, Wakad, , Pune, Maharashtra",4th   of 10 Floors,North-East,Vitrified,Yes,Yes,1 Open,Yes,,12 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"17,000",2,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 886 (82.31 sq.m.)  sq.ft.,Semifurnished,Family Only," in Samatahnagar Co-op Housing Society, Sinhagad Road, , Pune, Maharashtra",1st   of 4 Floors,East,Vitrified,Yes,Yes,1 Open,,Yes,36 Months,0 Months,Charges not included,None,5 to 10 Year Old
6500,1,1,Not given,1,"Maintenance₹ 1,300/- (/ month)Deposit₹ 20,000/-",Super Built up area 590(54.81 sq.m.)Built Up area: 437 sq.ft. (40.6 sq.m.)  sq.ft.,Unfurnished,All," in Aayush Park Phase 2, Talegaon, , Pune, Maharashtra",10th   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"14,000",2,2,Not given,1,"Maintenance₹ 2,000/- (/ month)Deposit₹ 40,000/-",Carpet area: 789 (73.3 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Mantra Majestica, Kalepadal, , Pune, Maharashtra",1st   of 8 Floors,,,Yes,,1 Covered,,,24 Months,6 Months,Charges not included,Partial,5 to 10 Year Old
"15,000",1,1,Others,,"Deposit₹ 35,000/-",Built Up area: 565 (52.49 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Pratik Nagar, Vishrantwadi, , Pune, Maharashtra",3rd   of 4 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"12,000",2,2,Not given,1,"Deposit₹ 25,000/-",Super Built up area 800(74.32 sq.m.)  sq.ft.,Semifurnished,Family Only," in Aadhinath Heights, Dighi, , Pune, Maharashtra",2nd   of 3 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges included,None,5 to 10 Year Old
"12,000",1,1,Others,1,"Maintenance₹ 550/- (/ month)Deposit₹ 35,000/-",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Semifurnished,Family Only," in Venkateshwara Park, Thergaon, , Pune, Maharashtra",Ground of 4 Floors,West,Ceramic,Yes,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"15,000",1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 41.18   sq.m.,Unfurnished,Family Only," in Vivanta Life Vishakha, Madhav Nagar, , Pune, Maharashtra",4th   of 4 Floors,North-East,Marble,Yes,,1 Covered,Yes,Yes,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
"11,000",1,1,Not given,2,"Maintenance₹ 1,100/- (/ month)Deposit₹ 20,000/-",Super Built up area 550(51.1 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Apple Aroma, Maan, , Pune, Maharashtra",4th   of 6 Floors,,,,,"1 Covered, 1 Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
8000,1,1,Not given,1,"Maintenance₹ 1,000/- (/ month)Deposit₹ 25,000/-",Super Built up area 600(55.74 sq.m.)  sq.ft.,Semifurnished,All," in Aishwarya Kunj, Sinhgad Road, , Pune, Maharashtra",4th   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
5000,2,1,Not given,1,,Carpet area: 550 (51.1 sq.m.)  sq.ft.,Semifurnished,Bachelors (Women Only)," in Agarkar Nagar, Bund Garden, , Pune, Maharashtra",2nd   of 4 Floors,East,Mosaic,Yes,,"5 Covered, 5 Open",,,None,1 Months,Charges not included,Partial,10+ Year Old
"16,500",2,2,Pooja Room,2,"Deposit₹ 50,000/-",Super Built up area 1100(102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.)  sq.ft.,Semifurnished,All," in Mantra Fifth Avenue, Hadapsar, , Pune, Maharashtra",1st   of 13 Floors,,Vitrified,Yes,Yes,1 Covered,,,12 Months,1 Months,Charges not included,None,1 to 5 Year Old
"20,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.)  sq.ft.,Semifurnished,Family Only," in Sai Comfort, Pimpri, Pune, Pimpri, , Pune, Maharashtra",3rd   of 6 Floors,East,Vitrified,Yes,Yes,1 Covered,,,11 Months,0 Months,Charges not included,Full,5 to 10 Year Old
"16,000",2,2,Not given,1,Deposit3 months rent,Carpet area: 964 (89.56 sq.m.)  sq.ft.,Unfurnished,Family Only," in Madhav Baug Society, Hadapsar, , Pune, Maharashtra",3rd   of 4 Floors,East,Ceramic,Yes,,,,,None,1 Months,Charges not included,Partial,10+ Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"26,000",3,3,Not given,1,"Maintenance₹ 4,000/- (/ month)Deposit₹ 75,000/-",Super Built up area 1300(120.77 sq.m.)Built Up area: 1290 sq.ft. (119.84 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Semifurnished,All," in Pegasus Megapolis Mystic, Hinjewadi, , Pune, Maharashtra",6th   of 21 Floors,West,Vitrified,Yes,,2 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"15,000",2,2,Not given,1,"Maintenance₹ 1,500/- (/ month)Deposit₹ 50,000/-",Super Built up area 1084(100.71 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.)  sq.ft.,Unfurnished,Family Only," in Behede Shivtirth Nagar, Kalewadi, , Pune, Maharashtra",4th   of 6 Floors,North-East,Vitrified,Yes,,1 Covered,,,11 Months,2 Months,Charges not included,None,5 to 10 Year Old
