rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
 3.5 Lac,8,8,Not given,3+,Deposit8 months rent,Plot area 7500(696.77 sq.m.)Built Up area: 4500 sq.ft. (418.06 sq.m.)  sq.ft.,Semifurnished,All," in Sopan Baug, , Pune, Maharashtra",,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"21,000",3,3,Not given,1,"Deposit₹ 60,000/-",Built Up area: 1446 (134.34 sq.m.)  sq.ft.,Semifurnished,All," in Pegasus Megapolis Serenity, Phase-3 Hinjewadi , , Pune, Maharashtra",4th   of 14 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"18,000",1,1,Not given,,"Deposit₹ 60,000/-",Super Built up area 650(60.39 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Blue ridge, Hinjewadi Phase 1, , Pune, Maharashtra",Ground of 22 Floors,North-West,Mosaic,,,,,Yes,36 Months,1 Months,Charges not included,Full,1 to 5 Year Old
"33,000",3,3,Not given,3,Deposit3 months rent,Super Built up area 1517(140.93 sq.m.)  sq.ft.,Semifurnished,Family Only," in Brahma Suncity, Kalyani Nagar Annexe, , Pune, Maharashtra",2nd   of 9 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"25,000",2,2,Not given,3,Deposit4 months rent,Carpet area: 101.34   sq.m.,Unfurnished,All," in Paranjape Forest Trails The Highlands, Bhugaon, , Pune, Maharashtra",10th   of 12 Floors,North,Ceramic,Yes,,1 Covered,,,12 Months,1 Months,Charges included,Full,0 to 1 Year Old
7000,1,1,Not given,,"Maintenance₹ 300/- (/ month)Deposit₹ 25,000/-",Built Up area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Tilekar Nagar, , Pune, Maharashtra",2nd   of 4 Floors,North-West,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
6500,2,2,"Pooja Room,Study Room,Others",1,"Maintenance₹ 200/- (/ month)Deposit₹ 10,000/-",Super Built up area 1052(97.73 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Unfurnished,All," in SONA BUILDING, Fursungi Gaon, , Pune, Maharashtra",2nd   of 4 Floors,East,Marble,,,"2 Covered, 2 Open",,,None,1 Months,Charges not included,None,1 to 5 Year Old
7000,1,1,Not given,1,"Deposit₹ 10,000/-",Built Up area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Chandan Nagar, , Pune, Maharashtra",,North-East,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"15,000",2,2,Not given,2,"Deposit₹ 40,000/-",Super Built up area 950(88.26 sq.m.)  sq.ft.,Unfurnished,All," in Kolte Patil Life Republic Sector C1 City Elanza, Jambhe, , Pune, Maharashtra",16th   of 22 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"20,000",1,1,Not given,2,Maintenance₹ 800/- (/ month)Deposit5 months rent,Built Up area: 520 (48.31 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Shivaji Nagar, , Pune, Maharashtra",,East,Mosaic,Yes,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
9000,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 270(25.08 sq.m.)  sq.ft.,Semifurnished,All," in kakade heights, Shukravar Peth, , Pune, Maharashtra",1st   of 5 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"10,000",2,2,Others,1,"Deposit₹ 30,000/-",Super Built up area 644(59.83 sq.m.)Carpet area: 464 sq.ft. (43.11 sq.m.)  sq.ft.,Unfurnished,All," in Xrbia Eiffel City Phase 2, Chakan, , Pune, Maharashtra",3rd   of 12 Floors,North,,,,1 Open,,,None,0 Months,Charges included,None,10+ Year Old
"18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Unfurnished,All," in Megapolis Sunway, Hinjewadi, , Pune, Maharashtra",10th   of 14 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
8100,1,1,Others,1,"Maintenance₹ 1,100/- (/ month)Deposit₹ 20,000/-",Super Built up area 622(57.79 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sharada Pearl, Phursungi, , Pune, Maharashtra",6th   of 12 Floors,North-West,,,,1 Covered,,,None,0 Months,Charges not included,Full,1 to 5 Year Old
"12,500",2,2,Not given,1,"Maintenance₹ 700/- (/ month)Deposit₹ 40,000/-",Built Up area: 870 (80.83 sq.m.)Carpet area: 690 sq.ft. (64.1 sq.m.)  sq.ft.,Semifurnished,Family Only," in Neeladri Enclave, Near Z Corner, Keshav Nagar, Mundhwa, , Pune, Maharashtra",4th   of 5 Floors,South,Marble,Yes,,"1 Covered, 1 Open",Yes,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
4800,1,1,Not given,1,"Deposit₹ 10,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kalpana Appartment, Talegaon Dabhade Yashwantnagar, , Pune, Maharashtra",Ground of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"26,500",3,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 1360(126.35 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shriram La Tierra, Vishrantwadi, , Pune, Maharashtra",7th   of 9 Floors,,,Yes,Yes,1 Covered,,,11 Months,1 Months,Charges not included,Partial,10+ Year Old
"18,000",2,1,Not given,1,"Deposit₹ 50,000/-",Built Up area: 800 (74.32 sq.m.)  sq.ft.,Semifurnished,Bachelors (Men/Women)," in Karve Nagar, , Pune, Maharashtra",Ground of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
8500,1,1,Not given,1,"Maintenance₹ 300/- (/ month)Deposit₹ 15,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in vaibhav colony kalewadi, Near Alphonso High School, , Pune, Maharashtra",1st   of 4 Floors,North-East,Vitrified,,,1 Covered,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"14,000",2,2,Not given,2,"Deposit₹ 25,000/-",Carpet area: 678 (62.99 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vaishnavi Spring Woods, Hinjewadi, , Pune, Maharashtra",2nd   of 8 Floors,East,Marble,Yes,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
8000,1,1,Not given,2,,Built Up area: 620 (57.6 sq.m.)  sq.ft.,Unfurnished,All," in Arihant apartment dighi , Arihant apartment dighi pune, , Pune, Maharashtra",3rd   of 3 Floors,,,,,,,,None,0 Months,Charges included,None,1 to 5 Year Old
"16,000",2,2,Study Room,1,"Deposit₹ 30,000/-",Built Up area: 880 (81.75 sq.m.)  sq.ft.,Semifurnished,All," in Prime City Centre, Near Polaris Hospital, , Pune, Maharashtra",3rd   of 5 Floors,,,,,"1 Covered, 1 Open",,,11 Months,0 Months,Charges not included,None,5 to 10 Year Old
"10,000",2,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 815(75.72 sq.m.)  sq.ft.,Unfurnished,Family Only," in Media shrushti Phase 2, Narhe, , Pune, Maharashtra",1st   of 4 Floors,South-West,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"55,000",3,3,Not given,2,,Carpet area: 1100 (102.19 sq.m.)  sq.ft.,Semifurnished,All," in fresidences, Kalyani Nagar Annexe, , Pune, Maharashtra",12nd   of 20 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
5500,1,1,Not given,1,"Deposit₹ 15,000/-",Super Built up area 557(51.75 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)  sq.ft.,Unfurnished,Family Only," in Atharva Plaza, Kondhawe Dhawade, , Pune, Maharashtra",4th   of 4 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"12,000",1,1,Not given,,"Deposit₹ 24,000/-",Plot area 1140(105.91 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Semifurnished,All," in Khradi Choudhari Wasti, , Pune, Maharashtra",,South,Others,Yes,,,Yes,Yes,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
"45,000",4,3,Not given,,,Plot area 2000(185.81 sq.m.)  sq.ft.,Semifurnished,Family Only," in ekta nagari  shram safalya, Sinhgad Road, , Pune, Maharashtra",,East,,,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
"20,500",2,2,Not given,1,,Carpet area: 988 (91.79 sq.m.)  sq.ft.,Semifurnished,All," in Nul, Hinjewadi Phase 2, , Pune, Maharashtra",17th   of 25 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,
"10,000",1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Semifurnished,All," in Shriram Sahaniwas Society, Katraj, , Pune, Maharashtra",1st   of 3 Floors,,,,,"1 Covered, 4 Open",,,None,2 Months,Charges not included,None,10+ Year Old
"18,000",2,2,Pooja Room,,Deposit3 months rent,Super Built up area 1200(111.48 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mittal Colony, Vishrantwadi, , Pune, Maharashtra",3rd   of 3 Floors,East,Ceramic,Yes,,1 Open,,,11 Months,3 Months,Charges not included,None,10+ Year Old
8000,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 601(55.83 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in Swapnashilp Housing Society Narhe, Narhe, , Pune, Maharashtra",3rd   of 4 Floors,,Vitrified,Yes,,"1 Covered, 0 Open",,,None,0 Months,Charges included,Full,1 to 5 Year Old
7500,1,1,Not given,,"Maintenance₹ 150/- (/ month)Deposit₹ 20,000/-",Super Built up area 1250(116.13 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Kusumanand, Bhairav Nagar, , Pune, Maharashtra",2nd   of 2 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"18,500",2,2,Others,1,"Deposit₹ 65,000/-",Super Built up area 962(89.37 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.)  sq.ft.,Semifurnished,All," in Bramha Sky City, Dhanori, , Pune, Maharashtra",5th   of 11 Floors,,Vitrified,Yes,Yes,1 Covered,,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"14,000",2,2,Not given,1,"Deposit₹ 40,000/-",Built Up area: 1140 (105.91 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.)  sq.ft.,Semifurnished,All," in MP Residency, Marunji, , Pune, Maharashtra",1st   of 5 Floors,East,Vitrified,Yes,,"1 Covered,  Open",,,24 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
"10,500",2,2,Not given,2,"Maintenance₹ 2,000/- (/ month)Deposit₹ 30,000/-",Super Built up area 980(91.04 sq.m.)  sq.ft.,Unfurnished,Family Only," in Dev City, Dev City Sector 11, , Pune, Maharashtra",4th   of 7 Floors,,Vitrified,,,1 Open,,,None,1 Months,Charges included,Partial,1 to 5 Year Old
"13,500",1,1,Not given,1,"Maintenance₹ 500/- (/ month)Deposit₹ 30,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Furnished,Family Only," in Raj Park, Chinchwad, , Pune, Maharashtra",1st   of 6 Floors,,Mosaic,Yes,Yes,,,,None,0 Months,Charges not included,None,10+ Year Old
"10,000",1,1,Not given,1,,Super Built up area 610(56.67 sq.m.)  sq.ft.,Semifurnished,Family Only," in Goyal Darshan Nagari, Chinchwad Gaon, , Pune, Maharashtra",3rd   of 3 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
"15,000",2,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Semifurnished,All," in Niljyoti Society, Gokhale Nagar, , Pune, Maharashtra",4th   of 4 Floors,North-West,Spartex,,,,,,12 Months,1 Months,Charges not included,None,10+ Year Old
"20,000",2,2,Not given,2,Deposit3 months rent,Carpet area: 872 (81.01 sq.m.)  sq.ft.,Semifurnished,All," in Sunshine Residency, Pimpri Chinchwad, , Pune, Maharashtra",4th   of 5 Floors,East,Vitrified,,,1 Covered,,,11 Months,1 Months,Charges included,Partial,10+ Year Old
"10,000",1,1,Not given,,"Deposit₹ 25,000/-",Built Up area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Kharadi, , Pune, Maharashtra",2nd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"15,000",2,2,Not given,2,"Deposit₹ 40,000/-",Built Up area: 1008 (93.65 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.)  sq.ft.,Semifurnished,Family Only," in B A Vermont , Baif Road,Wagholi,pune, , Pune, Maharashtra",4th   of 11 Floors,West,,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,Partial,1 to 5 Year Old
"12,500",1,1,Not given,1,"Deposit₹ 30,000/-",Built Up area: 625 (58.06 sq.m.)  sq.ft.,Unfurnished,Family Only," in 22, Shrikrishna housing society , Chandan Nagar, , Pune, Maharashtra",1st   of 2 Floors,North,Ceramic,Yes,Yes,,,,12 Months,2 Months,Charges not included,None,0 to 1 Year Old
"17,500",2,2,Not given,1,"Deposit₹ 35,000/-",Carpet area: 771 (71.63 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mhada Chs, Morwadi, , Pune, Maharashtra",3rd   of 13 Floors,North-East,Ceramic,,,1 Covered,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
"28,000",2,2,Not given,1,"Deposit₹ 60,000/-",Carpet area: 1100 (102.19 sq.m.)  sq.ft.,Semifurnished,All," in Rajeshreevilla, Ashoknagar Rangehills, , Pune, Maharashtra",3rd   of 5 Floors,North,Marble,Yes,,1 Covered,,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"25,000",2,2,Not given,,,Built Up area: 1131 (105.07 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Semifurnished,Family Only," in Rane Classics, Someshwarwadi, , Pune, Maharashtra",1st   of 5 Floors,East,Ceramic,,,1 Open,,,11 Months,0 Months,Charges included,Partial,10+ Year Old
"17,000",2,1,Not given,3,Deposit2 months rent,Built Up area: 900 (83.61 sq.m.)  sq.ft.,Unfurnished,All," in Chandan Nagar, , Pune, Maharashtra",1st   of 3 Floors,North-West,,,,3 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
"16,000",1,1,Not given,,,Built Up area: 720 (66.89 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Semifurnished,All," in Rahul Nagar, Kothrud, , Pune, Maharashtra",3rd   of 3 Floors,North,,,,,,,None,0 Months,Charges included,None,10+ Year Old
"14,500",1,1,Not given,1,"Deposit₹ 45,000/-",Carpet area: 561 (52.12 sq.m.)  sq.ft.,Furnished,All," in Tirupati Kunj, Munjaba Vasti, , Pune, Maharashtra",1st   of 3 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",,,None,1 Months,Charges not included,None,5 to 10 Year Old
"35,000",3,3,Not given,1,"Deposit₹ 100,000/-",Super Built up area 1500(139.35 sq.m.)  sq.ft.,Furnished,All," in Nikash Skies CHS, Pashan, , Pune, Maharashtra",3rd   of 9 Floors,South-West,,Yes,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
"15,000",1,1,Not given,,"Deposit₹ 50,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in Mayur Deep, Rasta Peth, , Pune, Maharashtra",1st   of 3 Floors,North,Ceramic,Yes,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
"20,000",2,2,Not given,1,"Deposit₹ 35,000/-",Super Built up area 940(87.33 sq.m.)  sq.ft.,Furnished,All," in Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",12nd   of 12 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"12,000",2,2,Not given,2,"Deposit₹ 20,000/-",Built Up area: 787 (73.11 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shreyas Vihar, Gurudatta Nagar, , Pune, Maharashtra",2nd   of 6 Floors,East,Granite,Yes,Yes,,,,11 Months,3 Months,Charges included,Partial,5 to 10 Year Old
"15,000",2,1,Not given,,"Deposit₹ 50,000/-",Super Built up area 815(75.72 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)  sq.ft.,Semifurnished,None," in Ghorpade Peth, , Pune, Maharashtra",1st   of 3 Floors,,,,,,,,None,0 Months,Charges included,None,10+ Year Old
"16,000",2,2,Not given,,"Maintenance₹ 1,000/- (/ month)Deposit₹ 50,000/-",Built Up area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,All," in Society, Wakad Kaspate Road, , Pune, Maharashtra",3rd   of 6 Floors,,Vitrified,,,,,,None,0 Months,Charges included,None,5 to 10 Year Old
"10,000",1,1,Not given,2,,Carpet area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in on request, Kalas Area, , Pune, Maharashtra",2nd   of 2 Floors,North-East,Vitrified,,Yes,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
"15,000",1,1,Not given,,"Deposit₹ 40,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",12nd   of 25 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,5 to 10 Year Old
"15,000",1,1,Not given,,"Deposit₹ 40,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Furnished,Family Only," in Kothrud, , Pune, Maharashtra",1st   of 3 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"16,000",2,1,Not given,,"Maintenance₹ 500/- (/ unit)Deposit₹ 50,000/-",Super Built up area 750(69.68 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mahatma Phule CHS, patwardhan Baug, , Pune, Maharashtra",1st   of 3 Floors,West,Mosaic,Yes,Yes,"1 Covered, 2 Open",Yes,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"17,000",2,1,Not given,1,"Deposit₹ 30,000/-",Built Up area: 630 (58.53 sq.m.)  sq.ft.,Semifurnished,All," in Safal Oneiro, Wakad, , Pune, Maharashtra",2nd   of 13 Floors,,,Yes,,1 Covered,,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
7500,1,1,Not given,1,"Deposit₹ 15,000/-",Plot area 725(67.35 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)  sq.ft.,Unfurnished,All," in pathare vasti shivneri bagolo, Pathare Wasti, , Pune, Maharashtra",,North,Vitrified,,,1 Covered,,Yes,11 Months,1 Months,Charges included,None,1 to 5 Year Old
9000,1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Green City Cooperative Housing Society, Handewadi, , Pune, Maharashtra",11st   of 11 Floors,East,Marble,,,1 Covered,,,11 Months,1 Months,Charges not included,Full,5 to 10 Year Old
"16,000",2,2,Not given,2,"Deposit₹ 40,000/-",Super Built up area 1220(113.34 sq.m.)  sq.ft.,Semifurnished,All," in Prem Mairah Residences, Hinjewadi, , Pune, Maharashtra",2nd   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"16,000",2,2,Not given,,"Deposit₹ 40,000/-",Carpet area: 1000 (92.9 sq.m.)  sq.ft.,Semifurnished,All," in Prem Mairah Residences, Hinjewadi, , Pune, Maharashtra",2nd   of 5 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
"13,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 1000(92.9 sq.m.)  sq.ft.,Semifurnished,All," in Ganga Village, Hadapsar, , Pune, Maharashtra",5th   of 6 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
"18,500",2,2,"Pooja Room,Others",2,"Deposit₹ 50,000/-",Plot area 3300(306.58 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.)  sq.ft.,Semifurnished,All," in Bijlinagar, , Pune, Maharashtra",,North-West,Ceramic,,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
,,,Not given,0,,None,,None,,,,,,,,,,,,,,
"10,000",1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Gokhale Park, Pimpri Chinchwad, , Pune, Maharashtra",1st   of 4 Floors,East,,,,,,,12 Months,0 Months,Charges not included,None,10+ Year Old
"27,500",2,2,Not given,2,"Deposit₹ 50,000/-",Super Built up area 1200(111.48 sq.m.)  sq.ft.,Semifurnished,All," in Archana Meadows, Koregaon Park, , Pune, Maharashtra",4th   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
"25,000",2,2,Not given,1,Deposit2 months rent,Super Built up area 500(46.45 sq.m.)  sq.ft.,Furnished,Family Only," in ITrend Homes, Hinjewadi, , Pune, Maharashtra",4th   of 9 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,Under Construction
7500,2,1,Pooja Room,1,Deposit2 months rent,Plot area 510(47.38 sq.m.)  sq.ft.,Unfurnished,All," in Keshav Nagar, , Pune, Maharashtra",,,,,,"0 Covered, 0 Open",,,11 Months,1 Months,Charges included,None,5 to 10 Year Old
"16,000",3,3,Not given,2,"Deposit₹ 50,000/-",Super Built up area 1230(114.27 sq.m.)  sq.ft.,Semifurnished,Family Only," in Runwal Seagull, Handewadi, , Pune, Maharashtra",6th   of 13 Floors,South-East,Ceramic,,,"1 Covered,  Open",,,None,0 Months,Charges not included,Full,5 to 10 Year Old
"15,000",1,1,Not given,,"Deposit₹ 50,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Semifurnished,Family Only," in Laxmi Parvat Appartment, Guruvar Peth, , Pune, Maharashtra",4th   of 5 Floors,East,Spartex,,," Covered,  Open",Yes,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
"12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 585 (54.35 sq.m.)  sq.ft.,Unfurnished,All," in Parijat Chs, Vishrantwadi, , Pune, Maharashtra",1st   of 5 Floors,East,Ceramic,Yes,,"1 Covered, 1 Open",,,None,1 Months,Charges not included,None,10+ Year Old
"35,000",2,2,Not given,1,Deposit3 months rent,Built Up area: 1200 (111.48 sq.m.)  sq.ft.,Furnished,All," in Kalyani Nagar, , Pune, Maharashtra",1st   of 3 Floors,West,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
"40,000",3,3,Not given,2,"Deposit₹ 150,000/-",Super Built up area 1700(157.94 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Semifurnished,Family Only," in amruta cooperative housing society, Karve Road, , Pune, Maharashtra",5th   of 5 Floors,East,Vitrified,Yes,,1 Covered,,,None,1 Months,Charges included,Partial,5 to 10 Year Old
"11,500",1,1,Not given,1,"Deposit₹ 30,000/-",Carpet area: 590 (54.81 sq.m.)  sq.ft.,Semifurnished,Family Only," in Sejal Residency In Hadapsar Gaon, Hadapsar, Hadapsar Gaon, , Pune, Maharashtra",2nd   of 4 Floors,East,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
